formula,Crystal System,band_gap_calculated (eV)
Os(CO)4,Monoclinic,2.9356
Ni(IO3)2,Orthorhombic,2.9347
La3NbO7,Orthorhombic,2.9341
GePbO3,Monoclinic,2.9339
BaCaI4,Monoclinic,2.9336
Y7Ta3O18,Triclinic,2.9334
Pr2TeO6,Orthorhombic,2.9331
ErSCl,Orthorhombic,2.9329
Ba4Y2O7,Monoclinic,2.9327
Ho2TiO5,Monoclinic,2.9325
Ag2B8O13,Monoclinic,2.9324
CsLaO2,Hexagonal,2.9322
H6N4O9,Monoclinic,2.9321
TaPO5,Monoclinic,2.932
Tl2C3O4,Monoclinic,2.932
BaSrI4,Monoclinic,2.9315
Ba3(SbO3)2,Triclinic,2.9311
Ti5(PO5)4,Orthorhombic,2.9311
TmGaO3,Hexagonal,2.9311
HXeF7,Trigonal,2.9306
Mg3FeO4,Trigonal,2.9302
KCrO2,Trigonal,2.9299
Rb3Sc2Br9,Hexagonal,2.9297
Ge3PbO7,Orthorhombic,2.9293
MgSiO3,Cubic,2.9292
Na2Te2O5,Monoclinic,2.929
InGaBr4,Monoclinic,2.9288
LiFeF4,Orthorhombic,2.9288
NaTaCl6,Monoclinic,2.9288
In3AsF6,Triclinic,2.9287
La2Ti2O7,Orthorhombic,2.9285
Nb2Ni4O9,Orthorhombic,2.9285
Mg(C4N3)2,Orthorhombic,2.9284
CsSmO2,Hexagonal,2.9281
Sr2Ta2O7,Orthorhombic,2.928
MoPb2O5,Monoclinic,2.9278
TbSBr,Monoclinic,2.9277
RbInBr4,Orthorhombic,2.9272
CsYbH3,Cubic,2.9265
Ti3H2O7,Triclinic,2.9264
Ca19(Mg4H27)2,Cubic,2.9263
V2Pb2O7,Monoclinic,2.9262
BaLu2O4,Orthorhombic,2.9254
Er2TiO5,Monoclinic,2.9253
VOF3,Triclinic,2.9248
Na4MoO5,Triclinic,2.9246
C2S7Cl6,Triclinic,2.9242
Rb4WO5,Triclinic,2.9242
H4C6O,Orthorhombic,2.9237
Sr3Nd4O9,Triclinic,2.9236
Al2NiO4,Monoclinic,2.9234
K2BeO2,Monoclinic,2.9234
KCrF4,Orthorhombic,2.9232
CsGa3S5,Monoclinic,2.9231
Sr3TeO6,Triclinic,2.9231
Li2MnF6,Trigonal,2.923
Ba2Ta2O7,Orthorhombic,2.9229
La2Th2O7,Tetragonal,2.9227
Tl5SnF9,Orthorhombic,2.9221
ZrPbO3,Orthorhombic,2.9213
Ho2WO6,Monoclinic,2.9212
Cs3AsBr6,Cubic,2.9211
KGaS2,Monoclinic,2.9211
BaSiN2,Orthorhombic,2.9202
Li2FeO2,Trigonal,2.9202
CaMgS2,Trigonal,2.9192
K2Te4O9,Monoclinic,2.9189
Cs2GdCl5,Orthorhombic,2.9185
La4Ti3O12,Trigonal,2.9184
Li4Ti7O16,Orthorhombic,2.918
Sn3IF5,Monoclinic,2.9176
Ba2LaI7,Monoclinic,2.9175
Bi5BrO7,Orthorhombic,2.9174
La2Ti2O7,Orthorhombic,2.9171
C4NCl2,Monoclinic,2.9168
Na2Ti6O13,Monoclinic,2.9167
Sm2SO2,Trigonal,2.9166
La2Ti2O7,Monoclinic,2.9165
BeZn3S4,Trigonal,2.9164
CsW3Cl7,Trigonal,2.9161
K3PS4,Orthorhombic,2.9158
Ti(ClO4)4,Monoclinic,2.9158
CNO2,Monoclinic,2.9157
CaPbI4,Monoclinic,2.9157
CsSnCl3,Monoclinic,2.9154
ErGaO3,Cubic,2.9153
Li3MoF6,Cubic,2.9152
Ca3SiO5,Hexagonal,2.9146
Cs2YbH4,Tetragonal,2.9142
Li5SbO5,Monoclinic,2.914
Li2Ti3O7,Monoclinic,2.9131
Fe(PO3)3,Monoclinic,2.9129
V2Pb4O9,Orthorhombic,2.9129
Al2CdBr8,Monoclinic,2.9128
HoBiO3,Orthorhombic,2.9128
Cs3CoF6,Cubic,2.912
K4ZrO4,Triclinic,2.9118
LiH2N,Orthorhombic,2.9112
TbInO3,Orthorhombic,2.9112
P2W2O11,Orthorhombic,2.9107
Rb3CoF6,Cubic,2.9106
Ti3ZnO7,Orthorhombic,2.9105
Pb4IF7,Orthorhombic,2.9103
Mg3TeO6,Trigonal,2.9101
HfFeO3,Orthorhombic,2.9099
Sr2Ta2O7,Orthorhombic,2.9098
Li2Fe5F17,Orthorhombic,2.9095
Tl2CO3,Monoclinic,2.9095
Ba(GaS2)2,Cubic,2.9088
Cs6Ge2O7,Monoclinic,2.9085
Cd(BO2)2,Orthorhombic,2.9084
CsPbF3,Cubic,2.9083
ScBiO3,Orthorhombic,2.9082
Ba4Nb2O9,Trigonal,2.9081
Ca3MnO4,Monoclinic,2.908
CaTi2O5,Orthorhombic,2.9078
CsTaCl6,Monoclinic,2.9077
Ba2YI7,Monoclinic,2.9075
Zr6Ag7F31,Trigonal,2.9066
Ge(BrF5)2,Monoclinic,2.9063
CsKAu2,Orthorhombic,2.9062
Ba2SrI6,Hexagonal,2.9057
TiCdO3,Trigonal,2.9057
Pr3Ga5O12,Cubic,2.9055
CdSe2O5,Monoclinic,2.9054
Dy2TiO5,Monoclinic,2.9051
In2WO6,Orthorhombic,2.905
Gd2Si2O7,Monoclinic,2.9046
K2CdN12,Monoclinic,2.9045
NaHO,Monoclinic,2.9045
Li2VF4,Orthorhombic,2.9043
YGaO3,Hexagonal,2.9043
Gd3Ga5O12,Cubic,2.9042
BaNb2O6,Orthorhombic,2.9041
Na5Al3H14,Tetragonal,2.9039
Dy2TiO5,Triclinic,2.9037
BaLaBr5,Orthorhombic,2.9036
HoInO3,Orthorhombic,2.9036
Tl3AsF6,Triclinic,2.9036
MnInF3,Cubic,2.9035
KGeBr3,Monoclinic,2.9026
CaCoF4,Monoclinic,2.9021
TaBiO4,Triclinic,2.9018
InPbCl3,Monoclinic,2.9011
LiMnF4,Orthorhombic,2.9011
CsCdBr3,Hexagonal,2.901
Tm2WO6,Monoclinic,2.9009
SrBrCl,Cubic,2.9008
Ta2Zn4O9,Triclinic,2.9003
Co3(PO4)2,Monoclinic,2.9001
ErGaO3,Hexagonal,2.9001
Ba2YI7,Monoclinic,2.9
Ge3(WO6)2,Cubic,2.8999
Li7VN4,Cubic,2.8999
Rb3TlF6,Tetragonal,2.8998
PbWO4,Monoclinic,2.8997
Sr2SiS4,Monoclinic,2.8995
Rb3TaS4,Orthorhombic,2.8993
Nd2Th2O7,Orthorhombic,2.8992
Sn3(P2O7)2,Monoclinic,2.8992
NiWO4,Monoclinic,2.8991
P2W2O11,Monoclinic,2.8985
K3CoF6,Cubic,2.8984
LaTa3O9,Orthorhombic,2.8984
Ca2GeO4,Tetragonal,2.8982
SrSm2O4,Orthorhombic,2.8981
BrO2F,Monoclinic,2.898
Ba2Ga2S5,Monoclinic,2.8977
K3AlO3,Monoclinic,2.8977
NbAgF6,Tetragonal,2.8973
Sc2TeO6,Trigonal,2.897
Cs3MnCl5,Tetragonal,2.8966
AcGaO3,Cubic,2.8959
YFeF5,Orthorhombic,2.8958
GdPO4,Monoclinic,2.8957
Nb2S3O14,Orthorhombic,2.8957
RbTaCl6,Monoclinic,2.8956
Cs4GeO4,Monoclinic,2.8955
GdTa3O9,Monoclinic,2.8954
IO2F,Orthorhombic,2.8952
Li2Mn3F8,Monoclinic,2.8952
CaTeO3,Tetragonal,2.895
Sr3Ga4O9,Triclinic,2.8947
VCl3O,Orthorhombic,2.8945
Rb2FeF4,Tetragonal,2.8943
P2WO7,Cubic,2.8935
H(CO)2,Monoclinic,2.8934
Sn2P2O7,Monoclinic,2.8934
BaPbF6,Trigonal,2.8927
KGeCl3,Trigonal,2.8924
Tm2Te5O13,Triclinic,2.8923
Cs3Tm2I9,Hexagonal,2.8922
YTa3O9,Orthorhombic,2.8922
Li2Ti4O9,Trigonal,2.8917
LuGaO3,Hexagonal,2.8917
P2W2O11,Monoclinic,2.8917
Rb3Ge2Br7,Monoclinic,2.8917
LiH2N,Orthorhombic,2.8911
NaCrO2,Trigonal,2.891
PbSeO3,Monoclinic,2.8909
Cs3Er2I9,Hexagonal,2.8905
Li3InO3,Trigonal,2.8905
CdSiO3,Monoclinic,2.8901
Li2VF4,Tetragonal,2.8901
Be(GaO2)2,Trigonal,2.8899
Sr(GaO2)2,Monoclinic,2.8899
SrCrO4,Monoclinic,2.8898
TlGeCl3,Monoclinic,2.8898
Gd2W4O15,Triclinic,2.8897
VOF3,Monoclinic,2.8891
BaLaBr5,Monoclinic,2.888
BaTm2O4,Orthorhombic,2.8879
MoPbO4,Tetragonal,2.8876
RbFeF4,Orthorhombic,2.8873
Sr9La5Br33,Triclinic,2.8873
AsCl2F3,Tetragonal,2.8871
K2PS3,Monoclinic,2.887
Ti6H2O13,Monoclinic,2.8867
Ba2MgH6,Trigonal,2.8864
Li2CrO4,Triclinic,2.8863
Sb4O5F2,Monoclinic,2.8858
La2MgS4,Orthorhombic,2.8853
TlCO2,Monoclinic,2.8853
Na4Ga2S5,Monoclinic,2.885
B5(H2N)2,Monoclinic,2.8843
Ti3H2O7,Triclinic,2.8843
HoGaO3,Hexagonal,2.884
Li2H6Pt,Cubic,2.8838
Re2Sb4O13,Triclinic,2.8834
Sb8Cl2O11,Triclinic,2.883
Zn(HO)2,Orthorhombic,2.8829
K4HfO4,Triclinic,2.8827
Er6TeO12,Triclinic,2.8824
ErInO3,Orthorhombic,2.8823
Cs2CdI4,Monoclinic,2.8822
CaGd4O7,Triclinic,2.8821
NaLiO,Hexagonal,2.8819
Sn(PO3)4,Monoclinic,2.8818
Ba2Si5N8,Orthorhombic,2.8816
Na2Ti7O15,Triclinic,2.8813
Te2SO7,Orthorhombic,2.8813
CaV2O6,Monoclinic,2.8812
CsPbBr3,Orthorhombic,2.8808
NbAlO4,Monoclinic,2.8801
Bi2Mo2O9,Monoclinic,2.88
Li4MoO5,Tetragonal,2.8799
Ti3AlF15,Monoclinic,2.8799
PrAlO3,Cubic,2.8792
Gd2W4O15,Monoclinic,2.8791
Rb3PS4,Orthorhombic,2.8787
Ga4Bi2O9,Orthorhombic,2.8782
BaV2O6,Orthorhombic,2.878
DySBr,Orthorhombic,2.8776
RbBiF4,Cubic,2.8776
K3AlH6,Monoclinic,2.8773
Na2Ti12O25,Monoclinic,2.8771
Cs3GaO3,Monoclinic,2.877
BaYI5,Monoclinic,2.8767
Ba2YI7,Monoclinic,2.8766
LiGa5O8,Cubic,2.8766
DyGaO3,Hexagonal,2.8765
NaBeO2,Monoclinic,2.8764
Na2Ge4O9,Trigonal,2.8761
VOF3,Triclinic,2.876
MnSiO3,Monoclinic,2.8755
Sb2BrF15,Monoclinic,2.8747
Cs2Te2O5,Orthorhombic,2.8746
Cr(PO3)2,Monoclinic,2.8745
Ge3NO6,Cubic,2.8743
HC2N3,Monoclinic,2.8741
Li2VF4,Orthorhombic,2.8737
HS3N,Orthorhombic,2.8733
Na2CrO4,Orthorhombic,2.8731
Nd3NbO7,Orthorhombic,2.873
Tl2Te2O5,Monoclinic,2.873
HfSO6,Orthorhombic,2.8728
Ti3H2O7,Monoclinic,2.8727
LiFe2F5,Monoclinic,2.8724
BeSiN2,Trigonal,2.8722
SmGaO3,Cubic,2.872
BiAsO4,Tetragonal,2.8719
ZrMnO3,Trigonal,2.8707
CsAsO3,Orthorhombic,2.8702
HfTiO4,Triclinic,2.87
AsXeF7,Monoclinic,2.8699
Ho2SO2,Hexagonal,2.8696
Li2VF5,Monoclinic,2.8696
TlNO3,Trigonal,2.8695
HfSO,Cubic,2.8691
MoSF4,Orthorhombic,2.8691
MgSeO4,Orthorhombic,2.869
Rb2FeF5,Orthorhombic,2.8688
Ba2W2F11,Trigonal,2.8686
Cs2I4O11,Hexagonal,2.8686
La3Ga5O12,Cubic,2.8686
Li3Ta7O19,Hexagonal,2.8683
Ni(IO3)2,Orthorhombic,2.868
Li3BiO3,Tetragonal,2.8678
LiNbO3,Orthorhombic,2.8678
KRbAu2,Orthorhombic,2.8677
Te5(O2F11)2,Tetragonal,2.8675
Mo2P2O11,Orthorhombic,2.8668
Nd2SO2,Trigonal,2.8667
TlBO2,Tetragonal,2.8659
Cs2Mo7O22,Monoclinic,2.8656
VInO4,Monoclinic,2.8651
Sr3W2O9,Orthorhombic,2.8649
SbS8Cl3,Triclinic,2.8648
RbGa3S5,Monoclinic,2.8639
K2CdN12,Monoclinic,2.8637
NdAlO3,Cubic,2.8636
KTaCl6,Monoclinic,2.8634
W(SO4)2,Orthorhombic,2.8632
MnZnF4,Monoclinic,2.8628
NaAsO3,Triclinic,2.8628
CdSO4,Orthorhombic,2.8625
Rb4GeO4,Monoclinic,2.8624
C12SeF10,Monoclinic,2.862
Rb2Ge4O9,Trigonal,2.862
Li4P2O7,Triclinic,2.8619
RbBi2Br7,Triclinic,2.8615
Te2MoO7,Monoclinic,2.8614
TiTl5F9,Orthorhombic,2.8612
Dy2SO2,Hexagonal,2.8611
Ba(SbO3)2,Trigonal,2.8606
CsCrF4,Hexagonal,2.8606
Ba(H2O3)2,Triclinic,2.8604
Zr2Bi2O7,Cubic,2.8604
LiMnF4,Monoclinic,2.8601
Pr2SO2,Trigonal,2.86
Ti3H2O7,Triclinic,2.8597
RbGaS2,Monoclinic,2.8587
Cs2CdI4,Orthorhombic,2.8586
Tl3BiCl6,Tetragonal,2.8585
NaGaO2,Orthorhombic,2.8582
Ag2B8O13,Triclinic,2.858
NaNO3,Trigonal,2.8579
In2Se2O7,Orthorhombic,2.8578
SrCrO4,Monoclinic,2.8576
Cs3MgH5,Tetragonal,2.8564
LaVO4,Tetragonal,2.8563
TaAsO4,Orthorhombic,2.8563
KNO3,Orthorhombic,2.8553
Y2Ti2O7,Monoclinic,2.8553
KN3O4,Monoclinic,2.8552
P4WO12,Monoclinic,2.8551
H(CO)2,Monoclinic,2.8549
KIO3,Trigonal,2.8548
NaLi5N2,Tetragonal,2.8548
Rb2PS3,Monoclinic,2.8545
Zn2SiO4,Orthorhombic,2.8539
CaFeF4,Tetragonal,2.8537
Tb3NbO7,Orthorhombic,2.8537
Cs3SbBr6,Cubic,2.8535
CsBi2Br7,Triclinic,2.8535
KIO3,Trigonal,2.8533
K3GdCl6,Monoclinic,2.853
Li2VF4,Orthorhombic,2.852
Ba2Sc2O5,Orthorhombic,2.8514
RbBrO4,Tetragonal,2.8514
La4Ti9O24,Orthorhombic,2.8512
Pb2OF2,Tetragonal,2.8511
BaCN2,Trigonal,2.8508
CaTi3O7,Orthorhombic,2.8507
Y2Th8O19,Tetragonal,2.8504
Nd3S2Br5,Orthorhombic,2.85
P2W2O9,Orthorhombic,2.8499
Sr2Nb2O7,Orthorhombic,2.8494
Gd4Mo7O27,Monoclinic,2.8488
Li3SbCl6,Cubic,2.8486
MgAl2O4,Monoclinic,2.8486
PrNb3O9,Monoclinic,2.8485
Li5FeO4,Orthorhombic,2.8482
AgClO4,Monoclinic,2.8481
Rb2CdI4,Monoclinic,2.8477
Tb2Zr2O7,Cubic,2.8475
Li5ReN4,Orthorhombic,2.8473
Li4MoO5,Triclinic,2.8472
Cs2TeO4,Orthorhombic,2.8469
Li3InBr6,Monoclinic,2.8469
As2PbO4,Monoclinic,2.8462
Fe(PO3)3,Orthorhombic,2.8462
CsYO2,Hexagonal,2.8461
Ca(AlSe2)2,Orthorhombic,2.8458
TlNO3,Orthorhombic,2.8457
K3WF6,Cubic,2.8446
Li2VF4,Orthorhombic,2.8444
Gd2W2O9,Monoclinic,2.844
MnSeO3,Orthorhombic,2.8433
Sm3NbO7,Triclinic,2.843
Na3BiO3,Cubic,2.8428
Ba3(YI6)2,Monoclinic,2.8427
ZrTiO4,Triclinic,2.8427
PrSBr,Monoclinic,2.8424
Bi2SeO5,Orthorhombic,2.8422
ReBiO5,Monoclinic,2.8421
Rb3SbBr6,Cubic,2.842
Mg3Ti2O7,Orthorhombic,2.8412
MgTi2O5,Monoclinic,2.8406
Rb6Ge2O7,Monoclinic,2.8402
MgTa2O6,Tetragonal,2.8397
HfNF4,Triclinic,2.8395
H2Pb3O4,Tetragonal,2.8392
CsHg5Cl11,Monoclinic,2.8387
Li2Ti6O13,Monoclinic,2.8381
BeCr2O4,Orthorhombic,2.8371
BNCl2,Trigonal,2.8371
AlPS4,Orthorhombic,2.837
RbIO3,Trigonal,2.8369
Cs2AgI3,Orthorhombic,2.8367
Ca3MnO4,Orthorhombic,2.8365
LiVO3,Monoclinic,2.8357
Bi4B2O9,Monoclinic,2.8354
CsDyO2,Hexagonal,2.835
Li3NbS4,Cubic,2.8348
Dy3NbO7,Triclinic,2.8339
AlPS4,Tetragonal,2.8338
ErTa3O9,Orthorhombic,2.8338
Al8(Pb3O7)3,Cubic,2.8336
YNO4,Orthorhombic,2.8333
MgTi3O7,Orthorhombic,2.8332
CaFeF5,Monoclinic,2.833
LiCoF3,Triclinic,2.833
Mn2P2O7,Monoclinic,2.833
Mg3ZnO4,Cubic,2.8326
Sm4(OF2)3,Monoclinic,2.8324
H(CO)2,Monoclinic,2.8322
Cs3BiI6,Cubic,2.8318
RbBS2,Trigonal,2.8318
Na3Si3N5,Triclinic,2.8315
Ca(AlH4)2,Hexagonal,2.8314
Mg3Te4O11,Triclinic,2.8312
Rb8(GaH3)5,Cubic,2.8307
HoSeF,Orthorhombic,2.8304
Li2MnF6,Monoclinic,2.8302
Li5FeO4,Monoclinic,2.8302
Li2VF4,Orthorhombic,2.8299
Ba4Sb2O9,Hexagonal,2.8294
Bi2Te4O11,Monoclinic,2.829
CsRbAu2,Orthorhombic,2.829
Sr(H2O3)2,Monoclinic,2.8288
Mn3(PO4)2,Monoclinic,2.8287
CS3N,Monoclinic,2.8283
Na3BiO3,Triclinic,2.8282
YAlN2,Tetragonal,2.8281
Sr(BS2)2,Monoclinic,2.828
TiZnO3,Trigonal,2.828
TaAsO4,Orthorhombic,2.8279
GaHgCl4,Triclinic,2.8274
Rb2SiS3,Monoclinic,2.8274
LaAgO2,Trigonal,2.8267
Lu2WO6,Monoclinic,2.8266
CrHO2,Monoclinic,2.8264
Gd2Hf2O7,Cubic,2.8263
Sc2Ti2O7,Monoclinic,2.8259
LiSbO3,Monoclinic,2.8256
RbAlH4,Orthorhombic,2.8248
Ba3WO6,Triclinic,2.8238
Gd2B4O9,Triclinic,2.8237
Sn2P2O7,Monoclinic,2.8235
CsBiF6,Trigonal,2.8234
KInBr4,Orthorhombic,2.8234
CaPbI4,Monoclinic,2.8233
Bi7(O2F3)3,Orthorhombic,2.8232
LiMnF4,Monoclinic,2.8232
Ge(SeO3)2,Cubic,2.8229
NaHO,Monoclinic,2.8228
Rb2CN2,Monoclinic,2.8228
Cs4SiO4,Monoclinic,2.8227
Mg4FeO5,Trigonal,2.8227
K6Al32O51,Monoclinic,2.8224
Y2Zr2O7,Cubic,2.8224
GaHO2,Orthorhombic,2.8219
B10H13I,Monoclinic,2.8217
Ga2WO6,Orthorhombic,2.8214
RbPbBr3,Orthorhombic,2.8211
Cr4(P2O7)3,Orthorhombic,2.8209
Ba4Lu6O13,Triclinic,2.8207
Mo(NO4)2,Monoclinic,2.8207
TlSnF3,Monoclinic,2.8207
Ta2Pb2O7,Orthorhombic,2.8201
NdNb3O9,Monoclinic,2.82
RbNbO3,Monoclinic,2.8197
Li2HN,Orthorhombic,2.8194
Al2FeO4,Monoclinic,2.8189
Tl2Mo4O13,Orthorhombic,2.8189
YVO4,Tetragonal,2.8189
Na4Ti5O12,Monoclinic,2.8184
Rb3Bi2Br9,Monoclinic,2.818
LaScO3,Cubic,2.8177
Na4GeO4,Triclinic,2.8173
In(PO3)3,Triclinic,2.817
K3TaS4,Orthorhombic,2.8164
BaCaO2,Orthorhombic,2.8163
Mg2B24C,Tetragonal,2.816
Zr(SeCl6)2,Orthorhombic,2.8159
Cs7Cd3Br13,Tetragonal,2.8156
Ti2ZnO5,Orthorhombic,2.8156
Mg4Te3Se,Tetragonal,2.8152
NaInBr4,Orthorhombic,2.8149
BaGd2O4,Orthorhombic,2.8146
Na3AlH6,Monoclinic,2.8145
La3SbO7,Orthorhombic,2.8144
CsHoO2,Hexagonal,2.8143
KFeO2,Triclinic,2.8141
Cs2PtF6,Cubic,2.814
KIO3,Monoclinic,2.813
La3SbO7,Orthorhombic,2.8129
Cs2HgBr4,Monoclinic,2.8128
Lu6TeO12,Trigonal,2.8127
Sr2LaI7,Monoclinic,2.812
MnSO4,Orthorhombic,2.8118
SmIn2Cl5,Orthorhombic,2.8115
Zn2SiO4,Orthorhombic,2.8115
LiVF3,Cubic,2.8112
BaHI,Tetragonal,2.8111
LuTa3O9,Orthorhombic,2.8111
Ta4SnO12,Triclinic,2.8111
LiMn2F5,Monoclinic,2.8109
VBiO4,Tetragonal,2.8103
Tl2Te3O7,Triclinic,2.8098
Nd4(SBr2)3,Monoclinic,2.8096
Li3PS4,Orthorhombic,2.8091
Y3SbO7,Orthorhombic,2.8091
Gd2Zr2O7,Cubic,2.8082
P2WO7,Monoclinic,2.8076
Rb2NiO2,Tetragonal,2.8076
NbCl3O,Tetragonal,2.8075
Na2CrO4,Trigonal,2.8072
K2MnF4,Tetragonal,2.807
Rb3SbO3,Monoclinic,2.8066
Y(AgCl2)3,Trigonal,2.8066
HS7N,Orthorhombic,2.8065
Li2Ge7O15,Orthorhombic,2.8062
Na2Se2O7,Triclinic,2.8061
NdIn2Cl5,Orthorhombic,2.8061
FePO4,Monoclinic,2.8055
Ga4Bi2O9,Orthorhombic,2.8053
CsBS2,Orthorhombic,2.8051
Pb3SO6,Orthorhombic,2.8051
XeIF7,Tetragonal,2.8051
Cr2P4O13,Monoclinic,2.8045
K2ZnS2,Orthorhombic,2.8043
SrV2O6,Orthorhombic,2.804
BaTi2O5,Orthorhombic,2.8033
MgMnF6,Trigonal,2.8029
Li3BiO3,Cubic,2.8027
NaHO,Orthorhombic,2.802
CsErO2,Hexagonal,2.8015
Ti(NO3)4,Monoclinic,2.8015
LaAgO2,Hexagonal,2.8013
Sr5Nb4O15,Trigonal,2.8004
Al4Bi2O9,Orthorhombic,2.8002
Na2Ti12O25,Triclinic,2.8002
CsTlF4,Orthorhombic,2.8001
Nd4Ti9O24,Orthorhombic,2.7998
Ta2Bi4O11,Triclinic,2.7997
RbCrO2,Trigonal,2.7996
K2HfF6,Monoclinic,2.7991
Rb2LaI5,Orthorhombic,2.7991
Hf(SeCl6)2,Orthorhombic,2.799
MgPS3,Monoclinic,2.7986
HfNiO3,Monoclinic,2.7983
LiFeF3,Tetragonal,2.7983
Li6TeO6,Trigonal,2.798
Rb4TiO4,Triclinic,2.798
Na7Al3O8,Triclinic,2.7979
Sr(GaS2)2,Orthorhombic,2.7974
Gd2Si2O7,Triclinic,2.7971
Ti(PO3)4,Orthorhombic,2.7969
CsGaO2,Cubic,2.7962
Al7(TlS4)3,Monoclinic,2.7961
Dy3SbO7,Orthorhombic,2.796
Sc4Ti3O12,Triclinic,2.7959
Cr2NiO4,Orthorhombic,2.7948
Rb2Cr2O7,Monoclinic,2.794
Gd6WO12,Trigonal,2.7937
FePO4,Orthorhombic,2.7936
Fe(PO3)3,Monoclinic,2.7934
Tl2Mo7O22,Monoclinic,2.7925
La2MoO6,Tetragonal,2.7924
CsTlF4,Orthorhombic,2.7921
Mg(SbO2)2,Monoclinic,2.7914
LaSBr,Orthorhombic,2.7908
Be3ZnS4,Trigonal,2.7906
CaPbI4,Monoclinic,2.7905
Th(MoO4)2,Hexagonal,2.7905
SrLa2O4,Orthorhombic,2.7904
TaOF3,Orthorhombic,2.7903
Li2HN,Orthorhombic,2.7902
BiNF4,Monoclinic,2.7898
MgVO3,Orthorhombic,2.7895
NaHO,Monoclinic,2.7884
VOF,Trigonal,2.7884
Sr(SbO3)2,Trigonal,2.7881
Ca2W3O8,Hexagonal,2.7879
TaTeCl9,Monoclinic,2.7878
H6N4O9,Monoclinic,2.7873
ZnTe2O5,Orthorhombic,2.7869
KIO3,Triclinic,2.7868
Pb(CO2)2,Triclinic,2.7868
YPaO4,Tetragonal,2.7864
TbPaO4,Tetragonal,2.786
K2TeO4,Monoclinic,2.7853
BaCaI4,Tetragonal,2.7849
Bi5O7F,Monoclinic,2.7848
LiH2N,Monoclinic,2.7848
ZrBrN,Trigonal,2.784
K4GeO4,Monoclinic,2.7837
CaInI3,Orthorhombic,2.7835
Gd3TaO7,Triclinic,2.7834
Zn3(BO3)2,Triclinic,2.7833
Cs3TaO8,Tetragonal,2.7831
TiGa2O5,Orthorhombic,2.7831
Er3SbO7,Orthorhombic,2.783
Sn(WO4)2,Monoclinic,2.783
Fe4OF6,Triclinic,2.7828
KMnF3,Orthorhombic,2.7828
K2Ti8O17,Monoclinic,2.7826
Tl2S2O3,Orthorhombic,2.7817
Cs2TeCl6,Cubic,2.7815
Cs2BeO2,Tetragonal,2.7813
MgAl6O10,Monoclinic,2.7812
Cs3Bi2Br9,Monoclinic,2.7811
DySI,Orthorhombic,2.7811
PmPaO4,Tetragonal,2.7807
C4SBr4,Monoclinic,2.7805
BaYI5,Orthorhombic,2.7805
Fe4OF6,Monoclinic,2.7805
Si7PbN10,Monoclinic,2.7805
HgBrCl,Orthorhombic,2.7804
Rb2AgI3,Orthorhombic,2.78
Bi6O5F8,Triclinic,2.7798
HfPbO3,Orthorhombic,2.7795
Dy2TiO5,Triclinic,2.7794
Gd2Ge2O7,Triclinic,2.7793
DyVO4,Tetragonal,2.7788
ThV4O12,Tetragonal,2.7785
Al2Te4O11,Monoclinic,2.7781
Sm2Th8O19,Tetragonal,2.7779
Fe(PO3)3,Orthorhombic,2.7776
PrIn2Cl5,Orthorhombic,2.7765
P6(Pb2O5)5,Trigonal,2.7764
TiCdO3,Triclinic,2.7764
Ba(AsO3)2,Monoclinic,2.7763
Zn(HO)2,Orthorhombic,2.7762
CsTmO2,Hexagonal,2.776
SrCaI4,Monoclinic,2.776
FeSiO3,Orthorhombic,2.7758
Ba3(ClO)2,Orthorhombic,2.7755
LiFeF4,Triclinic,2.7755
KBS2,Trigonal,2.7753
KLiS,Hexagonal,2.7753
Sb3O4F,Monoclinic,2.7753
Zr7(NO2)4,Triclinic,2.7753
ZrPbO3,Orthorhombic,2.7752
Sr2ZrO4,Tetragonal,2.7749
TaTlCl6,Monoclinic,2.7749
Ca2Ti3O8,Monoclinic,2.7744
NaNO3,Triclinic,2.7742
Ba9La5Br33,Triclinic,2.7735
BaGe2O5,Monoclinic,2.7735
Sr3GeO5,Tetragonal,2.7735
K4GeO4,Triclinic,2.7733
Gd3TaO7,Orthorhombic,2.7732
LaCl3O7,Triclinic,2.7726
Ni(AsO2)2,Tetragonal,2.7724
LiMo6Cl13,Triclinic,2.7719
Sr2YI7,Monoclinic,2.7718
Li2VF4,Monoclinic,2.7709
Bi5IO7,Orthorhombic,2.7708
TiP2O7,Monoclinic,2.7708
Sm3NbO7,Orthorhombic,2.7707
Li4Bi2O5,Orthorhombic,2.7704
TiP2O7,Monoclinic,2.7704
Sb8Br2O11,Triclinic,2.7703
FeSO3,Trigonal,2.7701
VP2O7,Monoclinic,2.7701
MgFe2O3,Tetragonal,2.77
Na3GaS3,Monoclinic,2.7699
FePO4,Orthorhombic,2.7686
NaSbO2,Orthorhombic,2.7682
MnAs2F12,Tetragonal,2.7681
C4SeBr4,Monoclinic,2.7672
Mg2SeS,Tetragonal,2.767
CdSiO3,Orthorhombic,2.7667
YAlN2,Monoclinic,2.766
Sc4Ti3O12,Triclinic,2.7659
La2Ti3O9,Monoclinic,2.7654
MgV2O6,Monoclinic,2.7654
SrSc2O4,Orthorhombic,2.7653
Rb2Cr2O7,Monoclinic,2.765
BaYI5,Monoclinic,2.7647
RbTlF4,Orthorhombic,2.7647
Be2SiO4,Triclinic,2.7645
K2Cr2O7,Monoclinic,2.7644
NbAlO4,Monoclinic,2.7643
SrLaBr5,Monoclinic,2.7642
