formula,Crystal System,band_gap_calculated (eV)
LiHF2,Monoclinic,8.5965
NaYF4,Trigonal,8.5918
CaB2F8,Orthorhombic,8.4551
LiHF2,Monoclinic,8.3948
SrB2F8,Orthorhombic,8.3012
LiBF4,Trigonal,8.246
RbBe2F5,Monoclinic,8.178
Li2SiF6,Trigonal,8.0844
Li3AlF6,Orthorhombic,8.0807
BaB2F8,Monoclinic,8.0511
LiHF2,Trigonal,8.0448
KBF4,Orthorhombic,7.9399
BaB2F8,Monoclinic,7.9364
NaBF4,Orthorhombic,7.8463
LiYF4,Tetragonal,7.8341
LiYF4,Monoclinic,7.815
Li3AlF6,Monoclinic,7.7827
LiLuF4,Monoclinic,7.7542
RbBF4,Orthorhombic,7.737
Li2BeF4,Trigonal,7.7223
CaH2F4,Orthorhombic,7.6467
CsBF4,Orthorhombic,7.6306
BaH6F8,Hexagonal,7.5719
BaBeF4,Orthorhombic,7.5555
PHF4,Monoclinic,7.5478
LiPF6,Trigonal,7.5394
Li2BF5,Tetragonal,7.5351
SrBeF4,Monoclinic,7.524
KYb2F7,Orthorhombic,7.4517
LiYF4,Monoclinic,7.4204
BaSiF6,Trigonal,7.4159
SrAlF5,Monoclinic,7.4116
H6OF4,Triclinic,7.3988
NaYF4,Hexagonal,7.3745
KH3F4,Trigonal,7.3743
NaYF4,Monoclinic,7.3695
NaYF4,Trigonal,7.3417
KBF4,Triclinic,7.3167
NaNdF4,Hexagonal,7.315
BaLu2F8,Orthorhombic,7.3128
K2H5F7,Monoclinic,7.3004
BaAlF5,Orthorhombic,7.2887
LiBO2,Tetragonal,7.2811
RbEr3F10,Hexagonal,7.2806
H7NF4,Trigonal,7.2658
BaYF5,Monoclinic,7.2652
BPO4,Tetragonal,7.2565
KEr2F7,Orthorhombic,7.2505
BaTm2F8,Monoclinic,7.2347
Cs2HfF6,Trigonal,7.2288
K2SiF6,Cubic,7.2234
BHO2,Cubic,7.2233
CaAl2F8,Monoclinic,7.2227
KPF6,Cubic,7.2209
BaEr2F8,Monoclinic,7.215
KSmF4,Orthorhombic,7.2117
H11NF8,Monoclinic,7.209
NaYF4,Triclinic,7.2052
BaAlF5,Monoclinic,7.204
K2SiF6,Hexagonal,7.1895
Ba3Y2F12,Tetragonal,7.1869
KEr2F7,Orthorhombic,7.1825
CsBe2F5,Cubic,7.1809
Ba2YF7,Monoclinic,7.1675
P(HO)3,Orthorhombic,7.1585
H8NF5,Tetragonal,7.1546
CaAlF5,Monoclinic,7.1538
BaY3F11,Triclinic,7.1448
Ca2AlF7,Orthorhombic,7.1413
CsPF6,Trigonal,7.1409
SrAlF5,Tetragonal,7.1404
KPrF4,Orthorhombic,7.1334
CaAlF5,Monoclinic,7.1329
BaY2F8,Monoclinic,7.1307
Rb2HfF6,Trigonal,7.1298
CsLi2F3,Tetragonal,7.1281
BaAlF5,Triclinic,7.1265
KNdF4,Orthorhombic,7.126
BaHfF6,Orthorhombic,7.1232
KLu3F10,Cubic,7.1232
SrB4O7,Orthorhombic,7.1191
KPF6,Trigonal,7.1178
K2TmF5,Orthorhombic,7.114
K2HoF5,Orthorhombic,7.1033
BaMgF4,Orthorhombic,7.0958
RbTb3F10,Cubic,7.0894
RbBe2F5,Triclinic,7.0887
KHo3F10,Cubic,7.085
BaAlF5,Monoclinic,7.0742
KLu3F10,Hexagonal,7.0737
KEr3F10,Cubic,7.0649
NaNdF4,Triclinic,7.0629
H4OF2,Monoclinic,7.0619
KBeF3,Orthorhombic,7.0613
CsYbF3,Cubic,7.0604
KTm2F7,Monoclinic,7.0594
NaY2F7,Monoclinic,7.0369
KPF6,Trigonal,7.0368
NaPF6,Cubic,7.0251
KEr3F10,Monoclinic,7.0218
CsH2F3,Orthorhombic,7.0151
BPO4,Trigonal,6.9984
Rb2SiF6,Cubic,6.9955
Na2SiF6,Trigonal,6.9951
KDy3F10,Cubic,6.9883
KHo2F7,Monoclinic,6.9847
CsAlF4,Hexagonal,6.977
KYF4,Trigonal,6.9712
NaHF2,Trigonal,6.9678
KHF2,Tetragonal,6.9658
BaYF5,Triclinic,6.9652
Ba2Mg3F10,Monoclinic,6.9595
KAlF4,Orthorhombic,6.9578
LuHfF7,Monoclinic,6.9578
RbAlF4,Orthorhombic,6.9564
KMgF3,Cubic,6.9537
SrAlF5,Tetragonal,6.9521
BeSO4,Tetragonal,6.9502
KTb3F10,Cubic,6.9502
KH4F5,Tetragonal,6.9492
RbAlF4,Tetragonal,6.9442
RbAlF4,Tetragonal,6.9433
KY3F10,Cubic,6.9409
RbMgF3,Cubic,6.9384
Ba2YF7,Monoclinic,6.9383
KAlF4,Tetragonal,6.9377
Sr5Al2F16,Orthorhombic,6.9362
KHo2F7,Monoclinic,6.9253
NaYF4,Tetragonal,6.9245
RbLu3F10,Orthorhombic,6.9097
KAlF4,Monoclinic,6.9087
BaYF5,Orthorhombic,6.9081
RbSm3F10,Cubic,6.9065
H5NF2,Orthorhombic,6.9008
CsCaF3,Cubic,6.9005
Ba5Al3F19,Tetragonal,6.9003
K2HfF6,Cubic,6.8994
Cs2SiF6,Cubic,6.8901
HoHfF7,Monoclinic,6.8874
TmHfF7,Monoclinic,6.8844
KDy2F7,Monoclinic,6.8783
RbAlF4,Tetragonal,6.8772
Na2SiF6,Trigonal,6.8743
NaHoF4,Tetragonal,6.8743
K2BeF4,Orthorhombic,6.8658
RbNdF4,Orthorhombic,6.8626
BaYF5,Monoclinic,6.862
BaYF5,Monoclinic,6.8592
RbPrF4,Orthorhombic,6.8588
ErHfF7,Monoclinic,6.8586
Sr5Al3F19,Tetragonal,6.8558
TbHfF7,Monoclinic,6.8555
NaErF4,Tetragonal,6.854
Ba6Mg7F26,Orthorhombic,6.8522
DyHfF7,Monoclinic,6.8513
K2BeF4,Orthorhombic,6.8508
KTmF4,Trigonal,6.8499
Na3ScF6,Monoclinic,6.8442
BaYF5,Monoclinic,6.8358
K2HfF6,Hexagonal,6.8346
SmHfF7,Monoclinic,6.8303
NdHfF7,Monoclinic,6.8273
PrHfF7,Monoclinic,6.8266
LiBH4,Hexagonal,6.8235
CsLi3F4,Monoclinic,6.82
NaYF4,Tetragonal,6.8193
KTb2F7,Monoclinic,6.8138
LiBH4,Orthorhombic,6.8115
BaYF5,Monoclinic,6.8113
K2YF5,Orthorhombic,6.81
KTh6F25,Monoclinic,6.809
NaErF4,Tetragonal,6.8042
BaMgF4,Orthorhombic,6.8005
RbHfF5,Orthorhombic,6.8
KY2F7,Monoclinic,6.7942
K2TbF5,Orthorhombic,6.793
KAlF4,Tetragonal,6.7929
YHfF7,Monoclinic,6.7925
K2ErF5,Orthorhombic,6.7896
Si2H2O3,Orthorhombic,6.7877
K2LuF5,Orthorhombic,6.7715
KDy2F7,Monoclinic,6.769
KYF4,Trigonal,6.7657
K2HfF6,Tetragonal,6.7637
K2SmF5,Orthorhombic,6.7623
Ba2YF7,Monoclinic,6.7601
BaYF5,Monoclinic,6.76
Ba3AlF9,Orthorhombic,6.7594
KHoF4,Trigonal,6.7543
NaMgF3,Orthorhombic,6.7529
K2DyF5,Orthorhombic,6.7515
H3OF,Orthorhombic,6.7458
K3ErF6,Monoclinic,6.7433
CsAlF4,Tetragonal,6.7415
CsLu3F10,Orthorhombic,6.7414
Na2BeF4,Monoclinic,6.7382
K3HoF6,Monoclinic,6.7356
K3TmF6,Monoclinic,6.7339
Ba3Al2F12,Orthorhombic,6.7238
K3LuF6,Monoclinic,6.7229
NaHoF4,Tetragonal,6.721
Na3AlF6,Monoclinic,6.7197
Mg(BH4)2,Cubic,6.7129
CsMgF3,Cubic,6.7028
Cs2BeF4,Orthorhombic,6.6981
Cs2ZrF6,Trigonal,6.6977
B2S2O9,Monoclinic,6.6956
K3TbF6,Monoclinic,6.6915
SrMgF4,Orthorhombic,6.6881
SrMgF4,Monoclinic,6.6872
K2ThF6,Monoclinic,6.686
LiBH4,Hexagonal,6.6855
BaY2F8,Tetragonal,6.6843
Sr4Lu3F17,Triclinic,6.6819
NaAlF4,Orthorhombic,6.6773
Rb2BeF4,Orthorhombic,6.6773
NaHF2,Monoclinic,6.6772
Li3ScF6,Trigonal,6.6768
K2NdF5,Orthorhombic,6.6758
KErF4,Trigonal,6.6748
Na2BeF4,Orthorhombic,6.6745
RbHF2,Orthorhombic,6.6711
K3DyF6,Monoclinic,6.6673
RbMgF3,Hexagonal,6.6666
Na5Al3F14,Tetragonal,6.6649
Na5Hf2F13,Monoclinic,6.6637
Ba4Y3F17,Triclinic,6.6616
Ba6Mg11F34,Triclinic,6.6579
CaZrF6,Cubic,6.6538
Ba3AlF9,Orthorhombic,6.6536
Na2ThF6,Monoclinic,6.6521
KCaF3,Orthorhombic,6.6502
NaBH4,Cubic,6.6457
CsBeF3,Orthorhombic,6.6443
Rb2ZrF6,Trigonal,6.6418
Rb2BeF4,Orthorhombic,6.638
NaMgF3,Orthorhombic,6.6207
CClF3,Orthorhombic,6.616
MnB2F8,Orthorhombic,6.615
LaHf2F11,Orthorhombic,6.6092
Mg(BH4)2,Orthorhombic,6.6086
NaHo2F7,Triclinic,6.6014
KCaF3,Monoclinic,6.5991
Ba5Y3F19,Tetragonal,6.5926
Rb2LaF5,Orthorhombic,6.5907
NaBH4,Cubic,6.5874
K2ThF6,Orthorhombic,6.5851
HCN,Orthorhombic,6.5771
BaYF5,Monoclinic,6.5727
BaLiF3,Cubic,6.5643
Na3AlF6,Trigonal,6.556
NdHf2F11,Orthorhombic,6.5541
PrHf2F11,Orthorhombic,6.5539
HeSiO2,Trigonal,6.5469
Ba3Y2F12,Monoclinic,6.5311
MgZrF6,Cubic,6.5307
BaYF5,Triclinic,6.5296
RbYbF3,Cubic,6.5181
LiCaF3,Cubic,6.5153
LiThF5,Tetragonal,6.5143
CsHF2,Tetragonal,6.5123
Li3AlF6,Cubic,6.5056
H4SO5,Triclinic,6.5007
HCN,Tetragonal,6.4956
Ba3AlF9,Orthorhombic,6.4938
Ba4Er3F17,Triclinic,6.4907
HeSiO2,Monoclinic,6.4897
Mg(BH4)2,Tetragonal,6.4883
LiB3O5,Orthorhombic,6.4843
Li2ZrF6,Trigonal,6.4774
Na2ThF6,Trigonal,6.4738
NaHF2,Monoclinic,6.4728
K2HfF6,Monoclinic,6.4694
BaB4O7,Orthorhombic,6.4658
K3YF6,Monoclinic,6.4593
Na2ThF6,Orthorhombic,6.4581
KTh6F25,Trigonal,6.4565
BaYF5,Tetragonal,6.4525
RbHF2,Tetragonal,6.4502
RbTh3F13,Orthorhombic,6.4486
PH2F3,Orthorhombic,6.445
KTh2F9,Orthorhombic,6.4422
K3AlF6,Tetragonal,6.431
H2CO,Orthorhombic,6.4213
CsAlF4,Orthorhombic,6.4196
BaYF5,Orthorhombic,6.4187
NaBH4,Tetragonal,6.4072
K2MgF4,Tetragonal,6.4059
Mg(BH4)2,Tetragonal,6.4046
CsTh3F13,Orthorhombic,6.4017
Ba4Nd3F17,Triclinic,6.3996
SrMgF4,Monoclinic,6.3991
RbCaF3,Cubic,6.3971
Sr(BO2)2,Cubic,6.3968
NaBH4,Orthorhombic,6.3939
Ba3YF9,Orthorhombic,6.3872
K2ThF6,Hexagonal,6.3807
KTaF6,Tetragonal,6.3737
Si2H2O3,Trigonal,6.3722
Cs4Mg3F10,Orthorhombic,6.3717
LiBH4,Orthorhombic,6.3705
TlPF6,Cubic,6.3698
Sr2ScF7,Monoclinic,6.3693
Rb2LaF5,Orthorhombic,6.3647
Li3GaF6,Monoclinic,6.364
RbTh2F9,Orthorhombic,6.3567
Cs3ScF6,Cubic,6.3471
Al(BH4)3,Orthorhombic,6.3335
H4SO5,Monoclinic,6.3334
BaZrF6,Monoclinic,6.3299
Li2MgCl4,Orthorhombic,6.3242
K2AlF5,Tetragonal,6.3239
CaB4O7,Orthorhombic,6.3176
H4NF,Trigonal,6.315
NaClO3,Cubic,6.3141
NaBH4,Tetragonal,6.3086
NaBH4,Orthorhombic,6.3081
BHO2,Orthorhombic,6.3043
K3AlF6,Cubic,6.2999
CsHF2,Tetragonal,6.2979
Ba5Y3F19,Triclinic,6.2972
Li2BeCl4,Orthorhombic,6.2915
NaBH4,Orthorhombic,6.2896
BHO2,Monoclinic,6.2786
BaY2F8,Tetragonal,6.276
BaY3F11,Orthorhombic,6.2759
LaHfF7,Monoclinic,6.2752
CsLiF2,Monoclinic,6.2744
Rb2ThF6,Hexagonal,6.2733
BaZrF6,Orthorhombic,6.2669
KTaF6,Tetragonal,6.2645
Ba2Y5F19,Monoclinic,6.2626
Cs3AlF6,Cubic,6.2623
Cs3ScF6,Tetragonal,6.2612
Na2ZrF6,Monoclinic,6.2566
Ba5Y3F19,Triclinic,6.2526
Be(B3H8)2,Monoclinic,6.2485
Rb3ScF6,Tetragonal,6.2397
H2CO,Trigonal,6.2388
Ba2YF7,Orthorhombic,6.2373
H4SO5,Triclinic,6.2351
Mg(BH4)2,Orthorhombic,6.2326
SrMgF4,Orthorhombic,6.2323
Ca(BO2)2,Orthorhombic,6.2272
Rb2MgF4,Tetragonal,6.2257
Ba2PrF7,Triclinic,6.2167
KBH4,Cubic,6.2165
K5Sc3F14,Tetragonal,6.2149
H16Cl2O15,Orthorhombic,6.2126
KAlCl4,Monoclinic,6.2089
Mg(CN)2,Tetragonal,6.2002
RbB5O8,Orthorhombic,6.1992
Be(BH4)2,Tetragonal,6.1903
Mg(BH4)2,Orthorhombic,6.1889
CsB5O8,Orthorhombic,6.1873
CsSrF3,Cubic,6.1846
KLaF4,Orthorhombic,6.1827
Li4CO4,Monoclinic,6.1825
Li4CO4,Orthorhombic,6.1761
SrZrF6,Orthorhombic,6.1738
LiB3O5,Orthorhombic,6.1706
SiH3F,Monoclinic,6.1692
K3ScF6,Cubic,6.1606
LiTaF6,Cubic,6.1518
Na3ZrF7,Monoclinic,6.1421
RbLiF2,Monoclinic,6.1394
KCaF3,Cubic,6.1392
Ca3NdF9,Triclinic,6.136
Li4CO4,Orthorhombic,6.1296
Si(H3C)4,Cubic,6.1296
KLaF4,Monoclinic,6.1269
Rb3AlF6,Cubic,6.1238
LiAlO2,Trigonal,6.1183
BeAl2O4,Orthorhombic,6.1177
NaSbF6,Cubic,6.1153
LiScF4,Tetragonal,6.1137
Li4CO4,Tetragonal,6.1136
H2SO4,Monoclinic,6.11
BH6N,Orthorhombic,6.1085
BH6N,Orthorhombic,6.1064
NaLaF4,Triclinic,6.1057
Na5Zr2F13,Monoclinic,6.1043
KLaF4,Tetragonal,6.0985
KBH4,Tetragonal,6.0959
ZrZnF6,Cubic,6.0953
KTh6F25,Triclinic,6.0949
RbBH4,Cubic,6.0935
KScF4,Monoclinic,6.0931
Ca(BO2)2,Cubic,6.0926
LuAlO3,Orthorhombic,6.0914
Cs2CaF4,Tetragonal,6.091
Li2ZrF6,Monoclinic,6.0884
RbLaF4,Orthorhombic,6.0875
Cd(CN)2,Cubic,6.0857
B(HO)3,Trigonal,6.0809
TmAlO3,Orthorhombic,6.0789
H2SO4,Monoclinic,6.0775
Mg(BH4)2,Tetragonal,6.0756
Rb3ScF6,Cubic,6.0743
RbSrCl3,Orthorhombic,6.0686
H2CO,Tetragonal,6.0627
K3YbF6,Cubic,6.0621
B(HO)3,Triclinic,6.0572
SmZrF7,Monoclinic,6.0508
Li2GeF6,Trigonal,6.0486
Ba7(ClF6)2,Hexagonal,6.0482
H2SO4,Monoclinic,6.045
Ho2(SO4)3,Orthorhombic,6.0397
Be(PO3)2,Monoclinic,6.0368
SrLa5F17,Triclinic,6.0367
ErAlO3,Orthorhombic,6.0359
Lu2(SO4)3,Trigonal,6.0358
B10H11C2,Monoclinic,6.035
TlPF6,Trigonal,6.0343
Cs2GeF6,Cubic,6.0336
LaZrF7,Monoclinic,6.031
BaY3F11,Orthorhombic,6.0304
CsClO4,Tetragonal,6.0296
Be2P2O7,Monoclinic,6.0286
Al2(SO4)3,Trigonal,6.0272
BH6N,Orthorhombic,6.0173
KB5O8,Orthorhombic,6.0149
Li2SO4,Monoclinic,6.0132
PNF2,Orthorhombic,6.013
K3BeF5,Tetragonal,6.0122
K3TmF6,Cubic,6.0112
K3LuF6,Cubic,6.0081
Li6MgCl8,Cubic,6.006
K3HoF6,Cubic,6.0044
KY3F10,Trigonal,5.9967
Rb3YbF6,Cubic,5.9958
Cd(CN)2,Tetragonal,5.9948
LuPO4,Tetragonal,5.9929
Ho2(SO4)3,Trigonal,5.9904
Li2SO4,Orthorhombic,5.9904
BH6N,Monoclinic,5.9894
Cs3YF6,Cubic,5.9892
PNF2,Orthorhombic,5.9873
B3H10N,Monoclinic,5.9859
CsB5O8,Monoclinic,5.9825
RbCaCl3,Trigonal,5.982
Ba12Cl5F19,Hexagonal,5.9802
Rb3TmF6,Cubic,5.9785
Rb3LuF6,Cubic,5.9774
Rb2GeF6,Cubic,5.9753
CsB3H8,Orthorhombic,5.973
K5ThF9,Orthorhombic,5.9691
CaSO4,Monoclinic,5.9683
Li4ZrF8,Orthorhombic,5.968
CaSO4,Orthorhombic,5.9649
Al(PO3)3,Monoclinic,5.9631
H4NF,Hexagonal,5.9592
CsLu4F13,Monoclinic,5.959
RbScF4,Orthorhombic,5.9581
CsB3H8,Orthorhombic,5.9576
LuPO4,Tetragonal,5.9556
H2CO,Orthorhombic,5.9519
PH3O4,Monoclinic,5.9519
NaTh2F9,Tetragonal,5.9514
CaSO4,Orthorhombic,5.9508
BaSO4,Orthorhombic,5.9507
BH4N,Orthorhombic,5.9471
PrZrF7,Monoclinic,5.943
Li3ScF6,Cubic,5.9413
Rb3ErF6,Cubic,5.9394
TbZrF7,Monoclinic,5.9384
MgB4O7,Orthorhombic,5.9382
SrClF,Tetragonal,5.9377
Ba2ZrF8,Orthorhombic,5.9376
Be2P2O7,Orthorhombic,5.9358
K3SiF7,Tetragonal,5.9294
DyZrF7,Monoclinic,5.9275
Lu(BO2)3,Orthorhombic,5.9263
NaMgF3,Cubic,5.9262
PH3O4,Monoclinic,5.9251
Zn(CN)2,Cubic,5.9232
P(HO)4,Orthorhombic,5.923
YZrF7,Monoclinic,5.9222
HoPO4,Tetragonal,5.9209
ErPO4,Tetragonal,5.9196
SrSO4,Orthorhombic,5.9178
Lu(PO3)3,Monoclinic,5.9168
K3DyF6,Cubic,5.9154
BH6N,Triclinic,5.9152
PH3O4,Monoclinic,5.9142
AlHO2,Orthorhombic,5.9138
K3ErF6,Cubic,5.9116
NdZrF7,Monoclinic,5.9106
SmZrF7,Monoclinic,5.9077
Rb3DyF6,Cubic,5.906
Be(CN)2,Tetragonal,5.9058
Dy(PO3)3,Monoclinic,5.9047
Er(PO3)3,Monoclinic,5.9041
LiTaF6,Trigonal,5.9035
H2CO3,Orthorhombic,5.9003
K2GeF6,Hexagonal,5.8998
NaLi4Cl5,Monoclinic,5.899
NaLi4Cl5,Tetragonal,5.8976
Sr(BH)12,Trigonal,5.8936
DyPO4,Tetragonal,5.8933
ErZrF7,Monoclinic,5.8927
Mg(BH4)2,Tetragonal,5.8926
TbPO4,Monoclinic,5.8918
Na3AlF6,Cubic,5.8908
Na3AlF6,Orthorhombic,5.8904
Rb2GeF6,Hexagonal,5.8839
S(OF)2,Tetragonal,5.8812
Lu4(B2O5)3,Monoclinic,5.8758
Ba3PrF9,Triclinic,5.8738
TmZrF7,Monoclinic,5.8705
TbPO4,Tetragonal,5.8675
Tm2(SO4)3,Orthorhombic,5.8661
LiBH4,Triclinic,5.8653
Y(PO3)3,Monoclinic,5.8611
K3YF6,Cubic,5.8597
Cs3GaF6,Cubic,5.8579
HoZrF7,Monoclinic,5.8572
Tb3TlF10,Hexagonal,5.8541
K7Th6F31,Trigonal,5.8527
Rb3YF6,Cubic,5.8525
SmPO4,Monoclinic,5.8438
Be(PO3)2,Orthorhombic,5.8411
Tm(BO2)3,Orthorhombic,5.8407
AlBO3,Trigonal,5.8392
LuZrF7,Monoclinic,5.8374
HoAlO3,Orthorhombic,5.8359
CNCl,Orthorhombic,5.8354
Na2B8O13,Monoclinic,5.8331
NaHo2F7,Triclinic,5.8282
H2SO4,Monoclinic,5.8272
Be2SiO4,Trigonal,5.8262
Ca(B3O5)2,Monoclinic,5.826
Sr(AlCl4)2,Orthorhombic,5.8211
Dy2(SO4)3,Orthorhombic,5.8184
Li3PO4,Orthorhombic,5.8181
Al4(B2O5)3,Trigonal,5.8173
Ba(BH)12,Trigonal,5.8133
Li2B4O7,Tetragonal,5.8119
RbTh3F13,Orthorhombic,5.8113
Al(HO)3,Orthorhombic,5.8109
Y3TlF10,Hexagonal,5.8088
SmPO4,Tetragonal,5.8081
BaSO4,Orthorhombic,5.807
Rb2GeF6,Trigonal,5.807
Sr(PO3)2,Monoclinic,5.806
Al(PO3)3,Monoclinic,5.8053
SiP2O7,Monoclinic,5.8048
Sr(PO3)2,Monoclinic,5.8045
YPO4,Tetragonal,5.8009
K2GeF6,Trigonal,5.7998
Li4P2O7,Monoclinic,5.7995
Li3PO4,Orthorhombic,5.7961
SiP2O7,Monoclinic,5.7952
AlPO4,Orthorhombic,5.7938
MgSiO3,Trigonal,5.7928
P2O3F4,Orthorhombic,5.7922
Ho(ClO4)3,Trigonal,5.7915
Mg(BH4)2,Tetragonal,5.7914
Ca2LaF7,Monoclinic,5.7899
K3GaF6,Cubic,5.7897
CaB4O7,Monoclinic,5.7875
Na2GeF6,Trigonal,5.7875
AlPO4,Orthorhombic,5.7872
Tb2(SO4)3,Orthorhombic,5.7864
AlPO4,Monoclinic,5.7862
Lu(PO3)3,Cubic,5.7855
BH6N,Monoclinic,5.7853
LiPO3,Monoclinic,5.7828
Ba2B10O17,Triclinic,5.7815
BaB8O13,Tetragonal,5.7813
AlPO4,Trigonal,5.7813
Dy(ClO4)3,Trigonal,5.7803
Lu2B4O9,Triclinic,5.7803
NaAlF4,Tetragonal,5.7762
NaB3H8,Orthorhombic,5.775
Tm(ClO4)3,Trigonal,5.7725
Ba3ZrF10,Orthorhombic,5.7721
Li3GaF6,Cubic,5.7707
Rb5Zr4F21,Monoclinic,5.7671
PNF2,Monoclinic,5.7665
B4PF9,Orthorhombic,5.7654
Lu(PO3)3,Monoclinic,5.7646
KB3O5,Monoclinic,5.7643
PrZr3F15,Trigonal,5.764
H5ClO6,Triclinic,5.7638
PrZr2F11,Orthorhombic,5.7611
Y(PO3)3,Monoclinic,5.7608
Al(HO)3,Orthorhombic,5.7601
AlPO4,Monoclinic,5.7601
Dy2P4O13,Orthorhombic,5.7595
TlBF4,Orthorhombic,5.7585
BaGaF5,Orthorhombic,5.7568
Lu(ClO4)3,Trigonal,5.7567
BaZr2F10,Monoclinic,5.7564
LaZr2F11,Orthorhombic,5.7551
Tm2P4O13,Orthorhombic,5.7551
K3SmF6,Cubic,5.7545
NdZr2F11,Orthorhombic,5.7504
SiP2O7,Hexagonal,5.7504
B10H11C2,Monoclinic,5.7495
Al2SiO5,Monoclinic,5.7488
Er(BO2)3,Orthorhombic,5.7486
SrB8O13,Monoclinic,5.7481
Cs3Ga2F9,Hexagonal,5.7462
Cs3TbF6,Cubic,5.745
LiClO4,Orthorhombic,5.7447
NdZr3F15,Trigonal,5.7436
Li2GeF6,Tetragonal,5.7409
Li4P2O7,Monoclinic,5.7407
AlPO4,Triclinic,5.7395
Ba2ClF3,Trigonal,5.7361
Ca2P2O7,Monoclinic,5.7342
Mg2B4H15,Triclinic,5.7331
Li2SO4,Triclinic,5.7329
BH4N,Orthorhombic,5.7328
Tm4(B2O5)3,Monoclinic,5.7326
Sm(PO3)3,Orthorhombic,5.7294
AlPO4,Orthorhombic,5.7275
Cs3Li2F5,Orthorhombic,5.7273
CaCO3,Orthorhombic,5.7242
Mg(BH4)2,Trigonal,5.7238
Cs3LiF4,Monoclinic,5.7232
DyAlO3,Orthorhombic,5.723
TmPO4,Tetragonal,5.7221
LiPO3,Monoclinic,5.722
Hf(BH4)4,Cubic,5.7195
CsBH4,Cubic,5.7194
Li2S2O7,Orthorhombic,5.7164
Th3TlF13,Orthorhombic,5.7133
Al(PO3)3,Cubic,5.7124
C(ClF)2,Orthorhombic,5.7111
Er2(SO4)3,Orthorhombic,5.7109
Cs2LiF3,Orthorhombic,5.71
KSc2F7,Orthorhombic,5.7069
NaClO3,Cubic,5.7061
Li3B7O12,Triclinic,5.7047
Cs2Li3F5,Orthorhombic,5.7016
Y2(SO4)3,Orthorhombic,5.6993
K2ZrF6,Orthorhombic,5.694
CaSO4,Hexagonal,5.6937
Ho(BO2)3,Orthorhombic,5.6931
ThZrF8,Monoclinic,5.6923
AlPO4,Monoclinic,5.6897
Er2B4O9,Triclinic,5.6892
Rb3GaF6,Cubic,5.6871
Rb3SmF6,Cubic,5.6869
AlPO4,Triclinic,5.6861
Y2(SO4)3,Trigonal,5.6851
CaSO4,Hexagonal,5.684
Li3ThF7,Tetragonal,5.682
HoP5O14,Orthorhombic,5.6813
NdPO4,Monoclinic,5.6788
Li3B11O18,Monoclinic,5.6786
Y(PO3)3,Trigonal,5.6784
Si2Cl2O3,Trigonal,5.674
Sm(ClO4)3,Trigonal,5.6716
CaClF,Tetragonal,5.6702
AlPO4,Tetragonal,5.6696
H4SO5,Orthorhombic,5.6675
AlPO4,Trigonal,5.667
AlPO4,Orthorhombic,5.6667
PrZr3F15,Monoclinic,5.6656
Al2(SO4)3,Trigonal,5.6638
C(ClF)2,Triclinic,5.6634
Lu(PO3)3,Monoclinic,5.6628
AlPO4,Trigonal,5.6623
CaCO3,Trigonal,5.662
Ho2B4O9,Triclinic,5.6616
Tb(PO3)3,Monoclinic,5.6602
Ba(BH4)2,Orthorhombic,5.6574
AlHO2,Orthorhombic,5.6572
B6H10N,Cubic,5.6566
CsB5O8,Orthorhombic,5.6555
H4SO5,Monoclinic,5.6541
ErBO3,Monoclinic,5.6534
Ba(PO3)2,Monoclinic,5.6525
PrPO4,Monoclinic,5.6516
SrGaF5,Tetragonal,5.6513
Dy2P4O13,Monoclinic,5.6512
PNF2,Monoclinic,5.6494
NaLi2Cl3,Tetragonal,5.6493
AlPO4,Monoclinic,5.648
H4SO5,Monoclinic,5.6476
Rb3SiF7,Tetragonal,5.6466
LuP5O14,Orthorhombic,5.6452
Na(BH)6,Monoclinic,5.6439
PH3O4,Monoclinic,5.6422
AlPO4,Monoclinic,5.6414
Y2P4O13,Orthorhombic,5.6411
NaBH4,Orthorhombic,5.6405
Ca2B6O11,Monoclinic,5.639
B2H8N,Orthorhombic,5.6386
Li3Zr4F19,Triclinic,5.6382
BH7N2,Orthorhombic,5.637
Dy(BO2)3,Orthorhombic,5.6367
Mg(BH4)2,Tetragonal,5.6348
RbB3O5,Monoclinic,5.6344
AlPO4,Orthorhombic,5.6342
AlPO4,Monoclinic,5.6341
Cs3SiF7,Tetragonal,5.6338
NaClO3,Cubic,5.6332
YOF,Cubic,5.6328
Si6Cl10O7,Monoclinic,5.6325
Ho2P4O13,Orthorhombic,5.6319
NaYbCl4,Monoclinic,5.6312
Er2P4O13,Monoclinic,5.6311
Er4(B2O5)3,Monoclinic,5.6299
YZr3F15,Monoclinic,5.6286
SrSO4,Orthorhombic,5.6284
NaY3F10,Tetragonal,5.6276
Y(PO3)3,Monoclinic,5.6268
Dy2B4O9,Triclinic,5.6245
Na3LuCl6,Monoclinic,5.6241
Tm(PO3)3,Monoclinic,5.6237
Li8B2O7,Monoclinic,5.6223
AlPO4,Monoclinic,5.6196
Er3O2F5,Orthorhombic,5.6188
H8C3O2,Monoclinic,5.6183
AlPO4,Trigonal,5.6177
Dy(PO3)3,Monoclinic,5.6177
PNF2,Orthorhombic,5.6175
Tm2P4O13,Monoclinic,5.6165
Ho(PO3)3,Monoclinic,5.6162
KCaCl3,Trigonal,5.616
K3NdF6,Cubic,5.614
Lu2P4O13,Monoclinic,5.6129
AlPO4,Trigonal,5.6126
