formula,Crystal System,band_gap_calculated (eV)
ScTeO3F,Orthorhombic,3.2415
ZrP2H4O9,Monoclinic,3.2414
Cs2KNdI6,Cubic,3.2412
Li3SiBiO5,Orthorhombic,3.2412
Li2Si3Ni2O9,Trigonal,3.2408
KNa7V8O24,Monoclinic,3.2404
Ba2YCr2F11,Trigonal,3.2403
Li2Co(Si2O5)2,Monoclinic,3.2401
ZnNiTe3O8,Monoclinic,3.24
SrSmAlO4,Tetragonal,3.2398
Li3Y3(TeO6)2,Cubic,3.2397
Ca2BiAsO6,Orthorhombic,3.2393
Li2Mn(SiO3)2,Orthorhombic,3.2393
Na2TiGeO5,Tetragonal,3.2391
Zn2PHO5,Triclinic,3.239
Gd3BWO9,Hexagonal,3.2389
SrPrGa3O7,Orthorhombic,3.2388
BaTm2(MoO4)4,Monoclinic,3.2386
Nd3HoZr4O14,Trigonal,3.2386
SmSbMo2O9,Monoclinic,3.2386
Li3Si2BiO7,Orthorhombic,3.2385
Sr4Al6WO16,Cubic,3.2384
Ba2LuSbO6,Cubic,3.2383
LiFeBO3,Monoclinic,3.2382
SrTlVO4,Orthorhombic,3.2379
P3Pb5BrO12,Hexagonal,3.2377
NiH4(NO4)2,Monoclinic,3.2376
K2SN2O5,Orthorhombic,3.2375
K3Cr(HO)6,Trigonal,3.2374
H9C4NO4,Monoclinic,3.2367
H6I3NO9,Triclinic,3.2365
Li2FeSiO4,Tetragonal,3.2364
KMg30BO31,Orthorhombic,3.2361
Cs2RbGdCl6,Cubic,3.2357
TaTlWO6,Orthorhombic,3.2355
Er2MgTiO6,Monoclinic,3.2353
Sr2CaWO6,Cubic,3.2349
Ba2Si3Ge5O18,Hexagonal,3.2348
K4Ba(GeO3)3,Monoclinic,3.2348
LiNiPO4,Monoclinic,3.2342
P3Pb5BrO12,Hexagonal,3.2342
KGd(PO3)4,Monoclinic,3.2337
Y3Cr2(GaO4)3,Cubic,3.2335
Li2Co(SiO3)2,Monoclinic,3.2334
Rb2NaCeBr6,Cubic,3.2334
Li3Fe(Si2O5)3,Orthorhombic,3.2329
Cs2KPrI6,Cubic,3.2328
Li2FeSiO4,Orthorhombic,3.2325
K3In3(PO4)4,Monoclinic,3.2322
LiSiBiO4,Orthorhombic,3.2319
Li4Cr(PO4)2,Triclinic,3.2317
Cs2KAlBr6,Cubic,3.2314
K2RbGdCl6,Cubic,3.2314
K3Sn5Cl3F10,Orthorhombic,3.2314
Ba2YSn2F11,Trigonal,3.2313
CaSiSnO5,Monoclinic,3.2313
Tb2MgTiO6,Monoclinic,3.2311
CaNdGa3O7,Monoclinic,3.231
LiFe(SiO3)2,Orthorhombic,3.231
KMg6GaO8,Tetragonal,3.2306
Li3Sb2(PO4)3,Monoclinic,3.2303
LiNiPO4,Monoclinic,3.2301
Pb2CCl2O3,Tetragonal,3.2298
KMg14CO16,Tetragonal,3.2297
BaZn2(BO3)2,Orthorhombic,3.2287
Ba3LaV3O12,Monoclinic,3.2286
VP3(Pb3O8)2,Triclinic,3.2286
Li4AlCr3O8,Triclinic,3.2285
Li8Ni(O2F)2,Triclinic,3.2285
RbCrNiF6,Orthorhombic,3.228
YCr(BO3)2,Trigonal,3.2276
LiGd(WO4)2,Tetragonal,3.227
CaMn4(SiO3)5,Triclinic,3.2266
CsSm(MoO4)2,Monoclinic,3.2265
CuB(CN)4,Cubic,3.2264
H4Os3C10O9,Triclinic,3.2264
Dy2Hf2(MoO4)7,Monoclinic,3.2263
MgMn2(PO4)2,Triclinic,3.2263
Ba2ScV3O11,Monoclinic,3.2262
Ba5V4(ClO7)2,Orthorhombic,3.2262
Ho2MgTiO6,Monoclinic,3.2262
NaMoO3F,Monoclinic,3.2261
SrLaInO4,Orthorhombic,3.2261
Na3In2(PO4)3,Monoclinic,3.226
KCaCr2F9,Orthorhombic,3.2258
Ca2V2PbO8,Trigonal,3.2257
Bi2B3HO8,Orthorhombic,3.2252
Ba2MoO3F4,Monoclinic,3.225
LiY(MoO4)2,Tetragonal,3.225
Sr2YNbO6,Monoclinic,3.2249
KNa2CoF6,Cubic,3.2242
Cs2RbAlBr6,Cubic,3.2239
CsRb2GdCl6,Cubic,3.2239
SrPrInO4,Orthorhombic,3.2238
TbSbMo2O9,Monoclinic,3.2235
ThH8(CO3)4,Monoclinic,3.2233
LiMnPO4,Cubic,3.2231
Ba2MgWO6,Cubic,3.2231
BaNaH6Ir,Cubic,3.2231
LiTiAsO5,Orthorhombic,3.2227
ErSbMo2O9,Monoclinic,3.2223
LiNb(OF)2,Monoclinic,3.2222
Li2MnSiO4,Orthorhombic,3.222
LiFe4(PO4)3,Orthorhombic,3.222
LiSiBiO4,Orthorhombic,3.222
Li2Fe(SiO3)2,Monoclinic,3.222
Li2Fe2(CO3)3,Orthorhombic,3.2212
LiNiPO4,Orthorhombic,3.221
PrGaGe2O7,Monoclinic,3.2204
CoNi(PO3)4,Monoclinic,3.2203
Mg30ZnFeO32,Tetragonal,3.2203
Li4AlCr3O8,Triclinic,3.22
Ba2SrWO6,Cubic,3.2199
Mg6VSiO8,Tetragonal,3.2199
MgSi4NiO10,Tetragonal,3.2196
CaMn(SiO3)2,Orthorhombic,3.2192
KGa(SeO3)2,Orthorhombic,3.2192
Zr3Ti(PbO3)4,Monoclinic,3.219
Li3Nd3(TeO6)2,Cubic,3.2189
LiNiPO4,Orthorhombic,3.2181
LiFe(SiO3)2,Orthorhombic,3.2173
Ga2Te2MoO10,Orthorhombic,3.2165
Li2AlFeO4,Orthorhombic,3.2161
SrSmGa3O7,Orthorhombic,3.2159
KGd(PO3)4,Monoclinic,3.2157
LiMg30WO32,Tetragonal,3.2157
LiSiBiO4,Orthorhombic,3.2155
Li2TiSiO5,Tetragonal,3.2153
CaY2(GeO3)4,Orthorhombic,3.2152
K2NaInCl6,Cubic,3.2151
LiSnPO4,Trigonal,3.215
LiP3W2O13,Monoclinic,3.2149
LiSn2(PO4)3,Trigonal,3.2149
Ba2GdTaO6,Cubic,3.2148
Li2Cr3(P2O7)2,Triclinic,3.2146
Li2Co(SO4)2,Monoclinic,3.2144
Sr2CaTeO6,Monoclinic,3.2142
Li4Fe7(PO4)6,Monoclinic,3.2132
NaCoPO4,Monoclinic,3.2132
Y2MgTiO6,Monoclinic,3.2132
Li2Fe2Si8O19,Monoclinic,3.2132
Li2Co(PO3)4,Monoclinic,3.212
LiMnPO4,Monoclinic,3.2117
Na2Cr(HO)8,Monoclinic,3.2117
LiNi4(PO4)3,Orthorhombic,3.2116
LiNiPO4,Monoclinic,3.2116
ScH11(IO3)2,Triclinic,3.2116
K2Ti(SiO3)3,Hexagonal,3.2108
SmTiClO3,Monoclinic,3.2107
Tb2Hf2(MoO4)7,Monoclinic,3.2106
RbLaMg6O8,Tetragonal,3.2106
K2NdAgBr6,Cubic,3.2105
LiCoPO4,Monoclinic,3.2103
Mg30ZnFeO32,Tetragonal,3.21
KDy(MoO4)2,Monoclinic,3.2098
NdGaGe2O7,Monoclinic,3.2096
Sr2LuNbO6,Monoclinic,3.2094
LiMn3P3O11,Monoclinic,3.2093
KHo(MoO4)2,Monoclinic,3.2092
RbLiMg14O15,Orthorhombic,3.209
Ca2Al2SiO7,Orthorhombic,3.2089
Mg14FeNiO16,Orthorhombic,3.2086
CoH12(BrO6)2,Cubic,3.2083
Na2TiSiO5,Orthorhombic,3.2081
ZnAg(PO3)3,Orthorhombic,3.2081
NiAg(PO3)3,Orthorhombic,3.2079
NaMoP2O7,Monoclinic,3.2076
Sr3LiNbO6,Trigonal,3.2076
YSbMo2O9,Monoclinic,3.2075
TmSbMo2O9,Monoclinic,3.2071
BaZnWF7,Monoclinic,3.207
Li2FeSiO4,Trigonal,3.2066
KH2(IO3)3,Triclinic,3.2061
SnH7Cl3O4,Monoclinic,3.2061
Sr3V4CdO14,Tetragonal,3.2061
Li4Sn(PO4)2,Monoclinic,3.2058
KSbMoO5,Monoclinic,3.2057
Li2CoP2O7,Triclinic,3.2057
LiMnBO3,Orthorhombic,3.2057
ZnH8(NO2)6,Triclinic,3.2056
MgMn2(PO4)2,Triclinic,3.2055
K3Tb(BO3)2,Orthorhombic,3.2054
Zn3As2(HO)16,Monoclinic,3.2054
Li4AlCr3O8,Triclinic,3.2054
Dy2MgTiO6,Monoclinic,3.2053
Li2Mn(SeO3)2,Trigonal,3.2053
Li4Cr3GaO8,Triclinic,3.2049
DySbMo2O9,Monoclinic,3.2047
LiFeSi3O8,Triclinic,3.2045
LiFeSi3O8,Monoclinic,3.2044
KHg(PO3)3,Orthorhombic,3.2044
CaNdGa3O7,Orthorhombic,3.2042
FeP4(C2O5)2,Monoclinic,3.2042
Y2Hf2(MoO4)7,Monoclinic,3.2042
LiCr(PO3)4,Monoclinic,3.2041
HgC2(Br2N)2,Monoclinic,3.2037
CsRb2CoF6,Cubic,3.2035
BiBOF4,Orthorhombic,3.2025
CaSiSnO5,Triclinic,3.2022
CsCrNiF6,Orthorhombic,3.2021
Li2FeSiO4,Monoclinic,3.2021
NaEr(MoO4)2,Tetragonal,3.2021
Li3NiOF3,Monoclinic,3.2018
Si2Ni3H4O9,Trigonal,3.2016
K2RbCoF6,Cubic,3.2015
NaGa(SeO3)2,Orthorhombic,3.2011
Li3VOF6,Orthorhombic,3.2009
NaZn(HO)3,Tetragonal,3.2005
Mo4H12N2O15,Triclinic,3.2002
LaCN2Cl,Monoclinic,3.2
LiCr(PO3)4,Monoclinic,3.1996
LiCrP2O7,Monoclinic,3.1995
NaAs4BrO6,Orthorhombic,3.1993
MgFe2(PO4)2,Triclinic,3.1991
ZnH4(CO3)2,Monoclinic,3.1989
ScFe2BO5,Orthorhombic,3.1989
H9CN7O3,Orthorhombic,3.1987
MgMn2(PO4)2,Monoclinic,3.1987
Ca2DySbO6,Cubic,3.1986
MgSi4(MoO6)2,Monoclinic,3.1986
Li2AlFeO4,Orthorhombic,3.1985
BPb2O3F,Hexagonal,3.1984
Ba3CaTa2O9,Trigonal,3.1979
Mg30NiCO32,Tetragonal,3.1979
NaMg4(AsO4)3,Tetragonal,3.1979
ZnNi3(P2O7)2,Monoclinic,3.1974
LiFeSi3O8,Orthorhombic,3.1971
CrH12(ClO2)3,Trigonal,3.197
Zn3BPO7,Monoclinic,3.1968
ZnSiPbO4,Orthorhombic,3.1964
Rb2W(OF2)2,Monoclinic,3.1963
Na7Sr2Fe7F32,Orthorhombic,3.196
LaGaGe2O7,Monoclinic,3.1959
Li3FeB8O15,Monoclinic,3.1957
CsLi2BS3,Orthorhombic,3.1955
BaSrLa4O8,Orthorhombic,3.1952
Li2AlFeO4,Monoclinic,3.1948
LiCo2(PO3)5,Monoclinic,3.1948
LaMg6BO8,Tetragonal,3.1942
Bi6Se3(BrO7)2,Triclinic,3.1938
LiCr(SiO3)2,Orthorhombic,3.1934
Li2Co(SiO3)2,Orthorhombic,3.1933
LiNiPO4,Orthorhombic,3.1922
LiCo(PO3)3,Orthorhombic,3.1919
NaTiPO5,Orthorhombic,3.1919
KRb2ScBr6,Cubic,3.1918
Na2Be(GeO3)2,Triclinic,3.1917
CaSmGa3O7,Orthorhombic,3.1912
ErAg(WO4)2,Monoclinic,3.1912
MoPH3O7,Monoclinic,3.1912
Mg30ZnCO32,Tetragonal,3.1912
Ba2CaWO6,Cubic,3.191
Na5LiV6O18,Triclinic,3.1909
CaEr2(GeO3)4,Orthorhombic,3.1907
Na2TiSiO5,Tetragonal,3.1907
Li5La3(SbO6)2,Triclinic,3.1905
Nd2Te4MoO14,Triclinic,3.1904
CaHo2(GeO3)4,Orthorhombic,3.19
CdTeMoO6,Tetragonal,3.1894
Li2FeSiO4,Monoclinic,3.1893
Cr3B7O13F,Cubic,3.1891
Li4Fe(SiO3)3,Monoclinic,3.1887
C2S(NCl)3,Monoclinic,3.1886
Mg2VBiO6,Orthorhombic,3.1885
Ba10P6SO24,Trigonal,3.1879
MgTi2ZnO6,Trigonal,3.1877
Cs2KScBr6,Cubic,3.1875
MgCoP2O7,Monoclinic,3.1875
LiCrSiO4,Orthorhombic,3.1874
NaGe2(PO4)3,Trigonal,3.1872
KGaGeO4,Hexagonal,3.1871
MgVBiO5,Monoclinic,3.187
RbMg14BiO16,Orthorhombic,3.187
Li8Ni(O2F)2,Triclinic,3.1869
Ba2CaWO6,Tetragonal,3.1866
TaPNCl7,Monoclinic,3.1852
BaH2C2O5,Monoclinic,3.1849
LiCrP2O7,Triclinic,3.1847
ScH10N3O14,Triclinic,3.1846
CaSbAsO5,Orthorhombic,3.1845
Gd2Ge(BO4)2,Orthorhombic,3.1838
HoSbMo2O9,Monoclinic,3.1837
Cs2LiCr3F12,Trigonal,3.1832
K2PrAgBr6,Cubic,3.1831
Li3FeOF3,Triclinic,3.1831
Ba2CaWO6,Cubic,3.183
KGd(SeO4)2,Orthorhombic,3.183
RbTb(MoO4)2,Monoclinic,3.183
MgTa2(FeO4)2,Triclinic,3.1829
Na2Co(NO3)4,Monoclinic,3.1828
Ba3MgV4O14,Monoclinic,3.1827
Li2FeSiO4,Orthorhombic,3.1827
Li2FeSiO4,Orthorhombic,3.1827
NaH3C2O5,Triclinic,3.1827
K3Y(BO3)2,Orthorhombic,3.1826
KEr(MoO4)2,Monoclinic,3.1822
KGd(MoO4)2,Monoclinic,3.182
Na3WNO3,Orthorhombic,3.1819
LiMnPO4,Orthorhombic,3.1818
Ho2Hf2(MoO4)7,Monoclinic,3.1817
Li2Mn2Si4O11,Triclinic,3.1817
K2TlBiF6,Cubic,3.1816
SrPrScO4,Tetragonal,3.1811
Ba3LaTa3O12,Trigonal,3.181
LiCoPO4,Orthorhombic,3.1804
Li2VSi3O8,Cubic,3.1803
Li3FePO5,Orthorhombic,3.1798
RbH3WO7,Triclinic,3.1797
CaDy2(GeO3)4,Orthorhombic,3.1797
LiBiB2O5,Monoclinic,3.1788
K2Ge(IO3)6,Trigonal,3.1784
Li4AlCr3O8,Monoclinic,3.1783
InTeO3F,Monoclinic,3.178
Li4Cr3GaO8,Triclinic,3.1779
LiCr(PO3)3,Triclinic,3.1776
Li2Bi2B2O7,Monoclinic,3.1775
SrYGa3O7,Orthorhombic,3.1775
Cs2NaBiBr6,Cubic,3.1775
LiFeSiO4,Cubic,3.1775
BaBiClO2,Orthorhombic,3.1774
Cs2W(OF2)2,Monoclinic,3.1768
BaCaZr2O6,Tetragonal,3.1767
CaVBiO5,Monoclinic,3.1766
Li3Gd(BO3)2,Monoclinic,3.1764
FeH2SO5,Monoclinic,3.1761
LiCoPO4,Orthorhombic,3.176
Ca2TbSbO6,Cubic,3.1758
MgSbOF3,Monoclinic,3.1756
Ba2SrWO6,Cubic,3.1754
Li2Fe5Si5O16,Monoclinic,3.1753
BaNa2Fe4F12,Monoclinic,3.1752
RbY(MoO4)2,Monoclinic,3.175
Li2Mn(Si2O5)2,Triclinic,3.1749
Li2Ti3ZnO8,Cubic,3.1747
Li2MnP2O7,Monoclinic,3.1746
RbY(TeO3)2,Orthorhombic,3.1745
Li4Cr3GaO8,Triclinic,3.1743
Na2ZnSiO4,Monoclinic,3.1743
Na4Si3(SnO6)2,Trigonal,3.1743
Na2BeSiO4,Orthorhombic,3.1739
Cr2Fe3(SiO4)3,Cubic,3.1738
MgTeMoO6,Orthorhombic,3.1735
Li4AlCr3O8,Monoclinic,3.1734
Sr3LiSbO6,Trigonal,3.1732
KGd(MoO4)2,Orthorhombic,3.1729
Li7NiOF7,Monoclinic,3.1729
Rb2MnSi5O12,Orthorhombic,3.1728
RbNb(GeO3)3,Hexagonal,3.1728
CsNaMg6O7,Tetragonal,3.1725
Zr2Mo(PO6)2,Orthorhombic,3.1721
Ca3Ga2(GeO4)3,Cubic,3.1721
LuAg(WO4)2,Monoclinic,3.1718
GdH2I3O10,Monoclinic,3.1717
NaMg14CrO16,Orthorhombic,3.1717
Sr2SmNbO6,Monoclinic,3.1716
Li2Cr2SnO6,Orthorhombic,3.1716
Li3Sb(PO4)2,Trigonal,3.1714
Li2Sn(BO3)2,Triclinic,3.1712
Na5Al(HO)8,Tetragonal,3.1712
NaHf2VF11,Monoclinic,3.1712
Ba3CaSb2O9,Monoclinic,3.1711
NiH4(IO4)2,Orthorhombic,3.1711
Rb2Cd(IBr)2,Orthorhombic,3.171
RbDy(MoO4)2,Monoclinic,3.1708
CaBi2B2O7,Orthorhombic,3.1706
CaLa2TiO6,Trigonal,3.1705
KNb(PO4)2,Monoclinic,3.1705
K3Bi7(SO6)4,Monoclinic,3.1703
LiNiBO3,Monoclinic,3.1699
BaSrZr2O6,Tetragonal,3.1698
ZnFe(SiO3)2,Orthorhombic,3.1695
Ca2Zr5Ti2O16,Orthorhombic,3.1694
LiSiBiO4,Orthorhombic,3.1694
LiCr(CO3)2,Trigonal,3.1692
Mg6VZnO8,Tetragonal,3.1692
Ba3GaS4Cl,Orthorhombic,3.1691
Ba3Mo2(NO3)2,Trigonal,3.1689
LiFeSi3O8,Monoclinic,3.1687
Li3Fe3OF7,Monoclinic,3.1686
LiFe2P3O10,Monoclinic,3.1686
K2YInCl6,Cubic,3.1685
Ca2Nb2FeO8,Monoclinic,3.1679
Na2LiAlH6,Monoclinic,3.1678
YTiNbO6,Monoclinic,3.1677
LiLaSO,Tetragonal,3.1672
CsMg30AlO32,Tetragonal,3.1668
Li3Bi2(PO4)3,Monoclinic,3.1666
Ta2Zn4(SO4)9,Trigonal,3.1665
HfNi5(BO5)2,Orthorhombic,3.1655
CsK2SbCl6,Cubic,3.1654
Mo4H8N2O13,Triclinic,3.1654
Li2AlFeO4,Orthorhombic,3.1653
Rb3V(SO5)2,Monoclinic,3.1651
LiNiBO3,Triclinic,3.165
LiSiBiO4,Orthorhombic,3.1649
K2Ge2Pb2O7,Trigonal,3.1648
LiVPO5,Orthorhombic,3.1644
SrBiBrO2,Orthorhombic,3.1643
CaCd(WO4)2,Tetragonal,3.1642
LiSiBiO4,Orthorhombic,3.1641
Zr2Te4Cl2O11,Triclinic,3.164
MgTi2(PO5)2,Monoclinic,3.1637
LiGa(H2N)4,Monoclinic,3.1636
K5Ag(S2O3)3,Monoclinic,3.1632
Sr3Tm2(GeO4)3,Cubic,3.1627
SnH22(Cl3O5)2,Monoclinic,3.1623
LiFeBO3,Monoclinic,3.1622
H5C2(NO)3,Monoclinic,3.162
LiFeBO3,Monoclinic,3.1615
LiMnPO4,Trigonal,3.1615
CoP2PbO7,Monoclinic,3.1613
LiCr(PO3)3,Orthorhombic,3.1613
LiH4(NO2)3,Monoclinic,3.1613
MgCrP2O7,Triclinic,3.1611
AsBrOF8,Monoclinic,3.1609
KGd(WO4)2,Monoclinic,3.1609
LiCoPO4,Orthorhombic,3.1609
Li6Sn3P8O29,Triclinic,3.1605
CaAl2(SiO3)4,Monoclinic,3.1603
Li2FeSiO4,Orthorhombic,3.1602
LiSn(PO3)3,Hexagonal,3.16
Ba2GdPaO6,Cubic,3.1597
LiNiPO4,Triclinic,3.1597
CaGd2(GeO3)4,Orthorhombic,3.1596
Li2CoSi3O8,Monoclinic,3.1595
SrCaZr2O6,Orthorhombic,3.1592
Li4Mn2Si3O10,Monoclinic,3.159
CsGd(MoO4)2,Monoclinic,3.1586
Li3Bi3(PO4)4,Monoclinic,3.1586
RbNb(PO4)2,Monoclinic,3.1584
SrMg6SnO8,Tetragonal,3.1581
CaCoP2O7,Triclinic,3.158
Li3Cr2(PO4)3,Cubic,3.1577
Sr2CaWO6,Orthorhombic,3.1576
YAg(WO4)2,Monoclinic,3.1576
DyTiClO3,Monoclinic,3.1574
Li2V(CO3)2,Monoclinic,3.1574
WXeOF6,Monoclinic,3.1574
Li2FeSiO4,Orthorhombic,3.157
Na3LiV4O12,Monoclinic,3.157
Ta5Zn(PO4)9,Trigonal,3.1569
Li4Cr3GaO8,Monoclinic,3.1568
Zn2H10N12O5,Monoclinic,3.1568
Y3Sn4BiO14,Trigonal,3.1568
CaMg6SnO8,Tetragonal,3.1566
Li2Co(PO3)4,Monoclinic,3.1566
SrP2WO8,Triclinic,3.156
TbTiClO3,Monoclinic,3.156
KCrNiF6,Orthorhombic,3.1558
Li2FeSi3O8,Triclinic,3.1557
Li2Si2Ni3O8,Triclinic,3.1557
SbTeClO3,Orthorhombic,3.1556
Na3Si2PO8,Orthorhombic,3.1554
Ca3TiNiO6,Trigonal,3.1552
Li2VPO6,Orthorhombic,3.1546
Na3NbAs2O9,Monoclinic,3.1544
Li4AlCr3O8,Monoclinic,3.1543
TeAsHO5,Monoclinic,3.1542
La3As2ClO7,Tetragonal,3.1541
RbC2I3N2,Orthorhombic,3.1541
LiMnPO4,Hexagonal,3.154
As2H2CCl4,Monoclinic,3.1539
Ba3V4PbO14,Triclinic,3.1539
KCr(SO4)2,Trigonal,3.1539
LiCr(SiO3)2,Triclinic,3.1536
Cs3B(SeO4)3,Monoclinic,3.1535
TbTaTiO6,Orthorhombic,3.1535
H20SN8O13,Monoclinic,3.1534
BaZn2(AsO4)2,Monoclinic,3.1532
Mg6VCdO8,Tetragonal,3.1529
Cs3Gd(PO4)2,Monoclinic,3.1528
Ni3B7BrO13,Orthorhombic,3.1528
NiH12(NO6)2,Triclinic,3.1523
ZnBi4(PO6)2,Monoclinic,3.1523
Cs2NaYI6,Cubic,3.1517
Na3GdV2O8,Monoclinic,3.1514
Mg14VSiO16,Tetragonal,3.1514
In2As2Cl2O5,Triclinic,3.1511
LiMg2H7Ru,Hexagonal,3.151
LiMg6BO7,Tetragonal,3.1507
KH(CO2)2,Monoclinic,3.1506
LiCoPO4,Orthorhombic,3.1505
Na7Li3V10O30,Triclinic,3.1505
Li5VP3O11,Triclinic,3.1505
NdH6(CO3)3,Triclinic,3.1503
MnZnP2O7,Monoclinic,3.15
Tl2Pd(CN)4,Monoclinic,3.1499
K6Si2S6O,Monoclinic,3.1497
Tb2Si4CN6,Monoclinic,3.1496
MgSi2SnO6,Monoclinic,3.1491
Na3VSO3,Trigonal,3.149
La6NbGa11O28,Monoclinic,3.1489
Sr2Co(PO4)2,Monoclinic,3.1488
CaTi2(HO3)2,Monoclinic,3.1485
Li2MnSiO4,Orthorhombic,3.1485
Rb2NaAsCl6,Cubic,3.1484
SrH(IO3)2,Monoclinic,3.1479
Nd3Lu2(GaO4)3,Cubic,3.1478
Li4AlCr3O8,Triclinic,3.1476
Hg2C2N2O,Orthorhombic,3.1476
TlZnAsO4,Monoclinic,3.1473
LiNiPO4,Monoclinic,3.1469
CsTaWO6,Orthorhombic,3.1466
Ca4Al6TeO12,Cubic,3.1465
CaLaGaO4,Tetragonal,3.1464
CaYGa3O7,Orthorhombic,3.1464
Bi2Te2SeO10,Monoclinic,3.1462
GdP2H9O11,Monoclinic,3.1462
CsCoPO4,Monoclinic,3.146
SiPb4(BrO)4,Monoclinic,3.1459
Ca2ScNbO6,Monoclinic,3.1457
Ba3SrSb2O9,Triclinic,3.1456
BaH6(C2O5)2,Monoclinic,3.1456
K3GdSi2O7,Hexagonal,3.1454
ThV2H4O9,Triclinic,3.1451
K2NaAsCl6,Cubic,3.145
Li2CoP2O7,Monoclinic,3.1446
TmAg(WO4)2,Monoclinic,3.1444
LiRe(OF2)2,Tetragonal,3.1439
LiSi2(BiO3)3,Monoclinic,3.1438
LiSiBiO4,Orthorhombic,3.1436
Sr3Li3La5O12,Monoclinic,3.1436
Na6Co(SO4)4,Monoclinic,3.1435
ScH3Br3N,Triclinic,3.1435
Mg6VZnO8,Tetragonal,3.1433
RbSc(WO4)2,Monoclinic,3.1431
Ba2GdV3O11,Monoclinic,3.143
LiNiPO4,Hexagonal,3.143
Zn2SiH2O5,Orthorhombic,3.1428
Li2AlFeO4,Orthorhombic,3.1427
Li2Fe3Si3O10,Monoclinic,3.1425
ZnCo(SiO3)2,Orthorhombic,3.1425
KRe4O8F13,Monoclinic,3.1423
ErTiClO3,Monoclinic,3.1421
Li2AlFeO4,Orthorhombic,3.1415
Li2MnP2O7,Monoclinic,3.1415
Na5Li3Ti5O14,Triclinic,3.1413
Na7Li3V10O30,Triclinic,3.1413
LiMnPO4,Hexagonal,3.1409
Al2Cd3(SiO4)3,Cubic,3.1407
PrH6(CO3)3,Triclinic,3.1406
NaSiSbO5,Orthorhombic,3.1404
Li3FeBO4,Tetragonal,3.1401
NaFePO4,Orthorhombic,3.1401
Li2VP2O7,Triclinic,3.14
KCr2PbF9,Orthorhombic,3.1396
TaTl(PO4)2,Trigonal,3.139
RbAu(CN)2,Monoclinic,3.1389
LiCrPO4,Orthorhombic,3.1388
KTm(MoO4)2,Monoclinic,3.1386
K3NbAs2O9,Orthorhombic,3.1385
CoPH3O5,Trigonal,3.1384
Rb2NaYI6,Cubic,3.1384
K3VSO3,Monoclinic,3.1383
Li3Tm3(TeO6)2,Cubic,3.1382
Na5Li3V8O24,Monoclinic,3.1382
Ba2CoSi2O7,Tetragonal,3.1381
Na3Bi(BO3)2,Monoclinic,3.1381
MgCrH22O15,Triclinic,3.138
Mg30CdCO32,Tetragonal,3.1379
Li2FeSiO4,Monoclinic,3.1378
Ba4CaZr5O15,Tetragonal,3.1377
Ba3Nb2(P2O9)2,Triclinic,3.1376
Li2Zn2(MoO4)3,Orthorhombic,3.1374
CsK2SbF6,Cubic,3.1372
Cs2ScTlBr6,Cubic,3.1371
Li4Cr3GaO8,Monoclinic,3.1371
Li2MnSiO4,Monoclinic,3.1369
CaH8(BrO6)2,Triclinic,3.1367
Sr2NbGaO6,Cubic,3.1367
Mg6VSiO8,Tetragonal,3.1366
Na2ZnSiO4,Orthorhombic,3.1365
LiCr(PO3)4,Monoclinic,3.1364
Rb2NaBiBr6,Cubic,3.136
LiFe4(PO4)3,Tetragonal,3.1359
RbMg30BiO32,Tetragonal,3.1355
Li3Cr(BO3)2,Monoclinic,3.1353
LiMnPO4,Monoclinic,3.135
Ca2Nb2NiO8,Monoclinic,3.1347
K2NaGdCl6,Cubic,3.1345
ThTe2WO9,Tetragonal,3.1343
LiBiB2O5,Monoclinic,3.1342
Li2V(CO3)2,Monoclinic,3.1338
Pr8Br13N3O,Monoclinic,3.1333
Na2ScAgCl6,Cubic,3.1331
Mg6NiCO8,Tetragonal,3.1329
LiMnPO4,Monoclinic,3.1328
LiFe(Si2O5)2,Orthorhombic,3.1326
MgSi2SnO6,Orthorhombic,3.1324
NaLiV2O6,Monoclinic,3.1324
K2NaSbCl6,Cubic,3.1323
SrCrP2O7,Monoclinic,3.1321
GdNi(BO2)5,Monoclinic,3.132
Rb2Ti(SiO3)3,Hexagonal,3.1316
LiFe4(PO4)3,Orthorhombic,3.1316
CaZr2PbO6,Triclinic,3.1314
Li6Mn9(PO4)8,Triclinic,3.1313
Na3As4H5O14,Orthorhombic,3.1313
RbHo(MoO4)2,Monoclinic,3.1313
LiSi3BiO8,Triclinic,3.131
MgMnSiO4,Orthorhombic,3.131
CaMg30CO32,Tetragonal,3.1309
BaCr2(P2O7)2,Triclinic,3.1307
SrV2(H4O5)2,Monoclinic,3.1307
Mg14VZnO16,Orthorhombic,3.1303
MnZnP2O7,Triclinic,3.1303
Li4Fe7(OF7)2,Triclinic,3.13
VH10SO10,Orthorhombic,3.1299
K2NaYI6,Cubic,3.1299
Ba2SrTeO6,Trigonal,3.1292
Na2CoP2O7,Triclinic,3.1288
K2RbNdI6,Cubic,3.1287
Rb4Mn(MoO4)3,Trigonal,3.1284
Li3Pr3(TeO6)2,Cubic,3.1281
CaLu2(GeO3)4,Orthorhombic,3.1276
K2NaBiBr6,Cubic,3.1276
Rb2MoSeO6,Orthorhombic,3.1275
VH4NO3,Orthorhombic,3.1275
CaTm2(GeO3)4,Orthorhombic,3.1273
NaNb(OF)2,Monoclinic,3.1273
Li2Co(SiO3)2,Monoclinic,3.1271
Li2VP2O7,Monoclinic,3.1268
HC2(NO2)2,Orthorhombic,3.1266
