formula,Crystal System,band_gap_calculated (eV)
Dy2W2O9,Triclinic,3.1769
AlVF5,Orthorhombic,3.1768
Al8SiO14,Orthorhombic,3.1761
C12SF10,Tetragonal,3.1756
CsSb2F7,Monoclinic,3.1755
Ge7H18O23,Triclinic,3.1755
Al2GaN3,Monoclinic,3.1754
Y2Ge2O7,Cubic,3.1753
Zr(IO3)4,Tetragonal,3.1751
RbCdF3,Cubic,3.1745
MgSiO3,Orthorhombic,3.1742
PrTa3O9,Monoclinic,3.1742
K3PrI6,Cubic,3.174
SrTeO3,Triclinic,3.174
Mo(HO2)2,Triclinic,3.1738
Tl4Si5O12,Monoclinic,3.1736
Sn2P2O7,Triclinic,3.1735
Cs2AuI,Orthorhombic,3.1726
SbClO,Monoclinic,3.1726
Ho2(SeO4)3,Monoclinic,3.1725
CsHO,Orthorhombic,3.1721
LiFeF4,Orthorhombic,3.172
BaYBr5,Monoclinic,3.1717
ScGaO3,Hexagonal,3.1715
Fe4P2O9,Monoclinic,3.1713
Ni(IO3)2,Monoclinic,3.1711
Bi4O5F2,Monoclinic,3.1709
Li6NiO4,Tetragonal,3.1709
YTmO3,Hexagonal,3.1706
ErTa7O19,Hexagonal,3.1698
BiAsO4,Monoclinic,3.1697
Cs2AuBr,Orthorhombic,3.1697
Tm2TiO5,Orthorhombic,3.1694
Nd2WO6,Monoclinic,3.1691
K4MoO5,Triclinic,3.1685
Sn4P2O9,Monoclinic,3.1685
Dy3Sb5O12,Cubic,3.1684
Sc(ClO4)3,Hexagonal,3.1684
Ba3Lu4O9,Trigonal,3.1681
Er2TiO5,Orthorhombic,3.1681
SrZrO3,Tetragonal,3.1681
Pr3Sb5O12,Cubic,3.168
Rb2CdCl4,Tetragonal,3.1677
In(HO)3,Trigonal,3.1673
SrCaI4,Monoclinic,3.167
LiVF6,Orthorhombic,3.1669
Y2WO6,Orthorhombic,3.1665
K4TiO4,Orthorhombic,3.1653
LiFeF4,Orthorhombic,3.1653
Zn3Mo2O9,Monoclinic,3.1649
Ba4HfO6,Trigonal,3.1648
PrTa7O19,Hexagonal,3.1645
LiVF6,Monoclinic,3.1638
Ti2ZnO5,Orthorhombic,3.1638
Li2Fe3F8,Orthorhombic,3.1635
PWO4,Orthorhombic,3.1622
Cs6Si2O7,Monoclinic,3.1621
Li3AlN2,Cubic,3.1621
LiFeF3,Tetragonal,3.162
NdTa7O19,Hexagonal,3.1613
Ba2Mg3H10,Monoclinic,3.161
Mo(CO)6,Orthorhombic,3.1606
Nd6Mo10O39,Monoclinic,3.1605
Rb2Mo4O13,Triclinic,3.1604
BaMgO2,Trigonal,3.1602
HoTa7O19,Hexagonal,3.1601
KAsO3,Monoclinic,3.1596
LiVF6,Monoclinic,3.1596
K3NdI6,Cubic,3.1592
In(HO)3,Trigonal,3.1591
GdTmO3,Orthorhombic,3.159
LiVF6,Trigonal,3.159
LiFeF4,Monoclinic,3.1587
LuBiO3,Trigonal,3.1586
TbGdO3,Orthorhombic,3.1586
Mg3ZnO4,Trigonal,3.158
NaHS,Monoclinic,3.1577
Gd2HfO5,Orthorhombic,3.1575
Co(ClO4)2,Trigonal,3.1573
BaAl4S7,Orthorhombic,3.1571
AgBF4,Orthorhombic,3.157
Ti3TeO8,Triclinic,3.157
Ba2WO5,Orthorhombic,3.1569
LiVF6,Monoclinic,3.1567
BaSrI4,Trigonal,3.1565
Bi5(PO5)3,Triclinic,3.1559
AlTeCl7,Triclinic,3.1559
CrHO2,Trigonal,3.1558
PrBrO2,Monoclinic,3.1552
Nd3Sb5O12,Cubic,3.1547
Li2Fe3F8,Monoclinic,3.1542
Li2Te2O5,Orthorhombic,3.154
Te4P2O13,Monoclinic,3.1539
BaTe4O9,Monoclinic,3.1536
Ba3(H6Ir)2,Trigonal,3.1535
LiGdO2,Tetragonal,3.1525
Zr7N2O11,Triclinic,3.1524
CaTeO3,Triclinic,3.1522
CsMgI3,Hexagonal,3.152
Sr5(Ga3O7)2,Monoclinic,3.1518
Ba3WO6,Triclinic,3.1514
Na2Te4O9,Triclinic,3.1514
Na4Ge9O20,Tetragonal,3.1508
LiFeF4,Monoclinic,3.1503
CoP4O11,Triclinic,3.1502
YTa7O19,Hexagonal,3.15
CaSbF5,Monoclinic,3.1499
GaBN2,Tetragonal,3.1499
Gd2Zr2O7,Monoclinic,3.1493
LiFeF3,Tetragonal,3.1492
KAsO3,Triclinic,3.1488
Ca10P6O25,Hexagonal,3.1483
Sr2AlH7,Monoclinic,3.1483
Li4Zr3O8,Orthorhombic,3.1482
NaHS,Trigonal,3.1472
Li2Fe3F8,Monoclinic,3.1468
Sr2Ga2O5,Orthorhombic,3.1468
CaPbI4,Monoclinic,3.1467
Sm(NO3)3,Monoclinic,3.1467
Li3BS3,Orthorhombic,3.1466
Sb5O7F,Monoclinic,3.1463
Nd4(WO5)3,Orthorhombic,3.1458
K4TiO4,Triclinic,3.1454
ThTi2O6,Monoclinic,3.1452
LiFe2F7,Monoclinic,3.1449
Cs3ZnI5,Orthorhombic,3.1447
Mg(AlS2)2,Orthorhombic,3.1447
NOF,Orthorhombic,3.1441
Na3FeF6,Monoclinic,3.1439
Ho3Sb5O12,Cubic,3.1437
Rb2CrO4,Orthorhombic,3.1436
K2CN2,Monoclinic,3.1433
Ta2Zn4O9,Orthorhombic,3.1432
K2CrO4,Monoclinic,3.1429
Sm3Sb5O12,Cubic,3.1427
Cs3As5O9,Trigonal,3.1425
Rb6Pb5Cl16,Monoclinic,3.1422
Na2CO3,Hexagonal,3.1421
Y10W2O21,Orthorhombic,3.142
GdScO3,Orthorhombic,3.1418
KNO3,Monoclinic,3.1418
NaI3O8,Tetragonal,3.1418
Tb3Sb5O12,Cubic,3.1414
Mn(ReO4)2,Trigonal,3.141
CsCaH3,Cubic,3.1408
Li2FeO2,Monoclinic,3.1408
P2SeO3,Monoclinic,3.1407
Mg2V2O7,Monoclinic,3.1403
Er2Hf2O7,Cubic,3.1401
Gd2TiO5,Orthorhombic,3.1401
P2W2O11,Orthorhombic,3.1399
Li2Mn3F8,Triclinic,3.1398
Rb4(BS)9,Triclinic,3.1398
Cs4Fe3F10,Orthorhombic,3.1395
YScO3,Hexagonal,3.1392
La3Br6N,Orthorhombic,3.139
MgCr2O4,Cubic,3.139
Rb6Si2O7,Monoclinic,3.139
RbHf2Br9,Monoclinic,3.139
Lu2WO6,Monoclinic,3.1387
Ca2WO5,Orthorhombic,3.1384
La(IO3)3,Monoclinic,3.1384
CaCrF5,Monoclinic,3.1383
Lu3Sb5O12,Cubic,3.1381
Fe2Pb3F12,Triclinic,3.1375
La(NO3)3,Monoclinic,3.1374
K2Mo4O13,Triclinic,3.1369
Er3Sb5O12,Cubic,3.1368
Nd(NO3)3,Monoclinic,3.1368
Cs3GdCl6,Cubic,3.1365
LaSb5O12,Trigonal,3.1365
CaInBr3,Orthorhombic,3.136
LiH2N,Tetragonal,3.1358
Sn(C4N3)2,Trigonal,3.1357
Tb2TiO5,Orthorhombic,3.1353
Na4CO4,Tetragonal,3.135
Pr(NO3)3,Monoclinic,3.1349
Hf3N2O3,Monoclinic,3.1348
H7NO6,Monoclinic,3.1347
GdLuO3,Orthorhombic,3.1346
P4SeO6,Monoclinic,3.1346
TlGeF3,Triclinic,3.1344
HoBiO3,Trigonal,3.1343
PbSe2O5,Monoclinic,3.1339
TeSO5,Triclinic,3.1339
HS3N,Monoclinic,3.1338
Pb2SO5,Monoclinic,3.1338
RbNO3,Trigonal,3.1337
Ga2WO6,Monoclinic,3.1336
Ta2H4O7,Monoclinic,3.1332
Tm3Sb5O12,Cubic,3.1331
Li3InCl6,Cubic,3.1326
Sc2TiO5,Orthorhombic,3.1323
BiOF,Orthorhombic,3.1322
In3(PO4)2,Cubic,3.132
Al(WF5)3,Monoclinic,3.1318
LiFeF3,Triclinic,3.1318
Zr(MoO4)2,Orthorhombic,3.1318
SbClF8,Triclinic,3.1317
Ba6CaI14,Orthorhombic,3.1308
Sr(H8O5)2,Triclinic,3.1307
BaLa2Br8,Tetragonal,3.1305
Ga3PO7,Trigonal,3.1305
BiOF,Tetragonal,3.1303
Ti(GeO3)2,Monoclinic,3.1302
Li4Ti9O20,Tetragonal,3.13
LiNbO3,Monoclinic,3.1296
BaLa2O4,Orthorhombic,3.1295
BaGaH5,Orthorhombic,3.1292
Li2Fe3F8,Tetragonal,3.129
NdBrO2,Monoclinic,3.1288
Al13(TlS7)3,Monoclinic,3.1285
H4N2O3,Orthorhombic,3.1285
Li2SnO3,Monoclinic,3.1283
Li5FeO4,Orthorhombic,3.1281
LiGdO2,Monoclinic,3.1281
Rb2ZrO3,Monoclinic,3.1281
NaHO,Tetragonal,3.1277
P4WO12,Monoclinic,3.127
Cs2Mo4O13,Triclinic,3.1268
Cs2BeO2,Monoclinic,3.1264
Sr5Fe3F19,Triclinic,3.1264
Cr(PO3)3,Orthorhombic,3.1261
Ba2TlF7,Monoclinic,3.126
MgSeO4,Orthorhombic,3.1255
LuAlO3,Cubic,3.1252
CaY2O4,Orthorhombic,3.1247
BaReH9,Trigonal,3.1242
RbGeBr3,Monoclinic,3.1238
K3H5Pt,Tetragonal,3.1237
TiZnO3,Triclinic,3.1234
P2WO7,Monoclinic,3.123
Si10(H3C)19,Triclinic,3.123
SrPS3,Monoclinic,3.1224
WOF4,Tetragonal,3.1223
TaClF8,Orthorhombic,3.122
H13(C5N)2,Monoclinic,3.1208
Ni3(PO4)2,Monoclinic,3.1208
Gd(IO3)3,Monoclinic,3.1205
Ca(CO2)2,Monoclinic,3.1204
Al2(SeO4)3,Trigonal,3.1202
CaTb2O4,Orthorhombic,3.119
Cs2AuCl,Orthorhombic,3.119
FeAs4F18,Monoclinic,3.1183
Zr(MoO4)2,Trigonal,3.1183
Mg(SiO2)6,Monoclinic,3.1178
Li2Mn3F8,Monoclinic,3.1173
NaGdO2,Tetragonal,3.1172
RbNO3,Orthorhombic,3.1172
LiVF6,Tetragonal,3.117
Pb3IF5,Orthorhombic,3.1169
BaPS3,Monoclinic,3.1164
BaZrO3,Tetragonal,3.1163
La4Mo7O27,Orthorhombic,3.1163
MoSO6,Orthorhombic,3.1158
Ho2Hf2O7,Cubic,3.1157
LiCrO2,Trigonal,3.1156
Gd2Mo5O18,Orthorhombic,3.1154
Tl3PbBr5,Orthorhombic,3.1153
Tm2TeO6,Orthorhombic,3.1151
Lu3SbO7,Orthorhombic,3.1147
CsHf2Br9,Monoclinic,3.1146
Rb2ZnI4,Monoclinic,3.1143
Sr7W4O19,Monoclinic,3.1141
Sr3Nd4O9,Triclinic,3.1139
ErBiO3,Trigonal,3.1136
AgClO3,Monoclinic,3.1131
TmBiO3,Trigonal,3.1128
Zr2Bi2O7,Monoclinic,3.1127
VOF3,Monoclinic,3.1125
Zr(MoO4)2,Trigonal,3.1122
Rb2ZnI4,Monoclinic,3.1121
LaTa7O19,Hexagonal,3.1119
PBr2N,Triclinic,3.1118
Ca2SiS4,Orthorhombic,3.1115
LiFeF4,Monoclinic,3.1115
Li6TeO6,Trigonal,3.1114
Ca4Mg3H14,Hexagonal,3.1113
K2PrI5,Orthorhombic,3.1107
CsVO3,Orthorhombic,3.1105
VSO4,Orthorhombic,3.1105
H4N2O3,Orthorhombic,3.11
Rb2Be2O3,Monoclinic,3.1096
Zr(MoO4)2,Monoclinic,3.1094
WOF4,Monoclinic,3.109
KBrO4,Orthorhombic,3.1089
Li4WO5,Tetragonal,3.1082
CaTeO3,Triclinic,3.1072
RbHO,Monoclinic,3.1071
TiZnO3,Trigonal,3.107
Mg(IO3)2,Orthorhombic,3.1063
Ba3(BO3)2,Orthorhombic,3.1058
Sr(H8O5)2,Triclinic,3.1055
Na3ScBr6,Cubic,3.1033
NaMgH3,Orthorhombic,3.103
Ho2TeO6,Trigonal,3.1026
Cs3Bi2Cl9,Orthorhombic,3.1025
HIO3,Orthorhombic,3.1022
Rb3BiO3,Cubic,3.1021
Na3H6Rh,Orthorhombic,3.1017
Th(PO3)4,Monoclinic,3.1013
Sb2(SO4)3,Trigonal,3.1012
KCdF3,Cubic,3.1006
ZnCoF4,Monoclinic,3.1002
AgClO3,Cubic,3.1001
Cs3VF6,Cubic,3.1001
GdBO3,Monoclinic,3.1001
Li3BN2,Tetragonal,3.1001
Tb2Ti2O7,Monoclinic,3.0997
MnSeO3,Monoclinic,3.0996
LaSi3N5,Orthorhombic,3.0993
Cr(PO3)3,Orthorhombic,3.0991
Sn(CN)2,Orthorhombic,3.0991
CsSnF3,Triclinic,3.099
K2ZnI4,Monoclinic,3.0987
LiVF6,Orthorhombic,3.0986
Al2ZnS4,Tetragonal,3.0979
NClO3,Orthorhombic,3.0976
Tm2SO2,Trigonal,3.0974
BaNd2O4,Orthorhombic,3.0973
NaSeO3,Monoclinic,3.0973
SrEr2O4,Monoclinic,3.0973
RbBrF4,Tetragonal,3.0972
CsPb2Br5,Tetragonal,3.0958
Sn(PO3)2,Monoclinic,3.0956
DyErO3,Hexagonal,3.0953
TaCl4F,Tetragonal,3.0944
Li4CO4,Monoclinic,3.0943
LiVF6,Monoclinic,3.0939
VOF3,Orthorhombic,3.0935
Rb2Se2O7,Monoclinic,3.0932
LiFeF4,Monoclinic,3.093
Sr3Zr2O7,Tetragonal,3.0926
Lu2SO2,Trigonal,3.0925
Rb2PrI5,Orthorhombic,3.0923
Sr(H8O5)2,Monoclinic,3.092
CsNO3,Orthorhombic,3.0919
Nd2Ti4O11,Monoclinic,3.0914
CsIO3,Orthorhombic,3.0912
ThSO6,Orthorhombic,3.0912
La2(GeO3)3,Triclinic,3.091
Bi6O5F8,Monoclinic,3.0908
Rb2NdI5,Orthorhombic,3.0905
CdSeO3,Orthorhombic,3.0904
La2Th8O19,Tetragonal,3.0896
Pb2WO5,Monoclinic,3.0894
PBr3O,Orthorhombic,3.0889
MgTa2O6,Orthorhombic,3.0882
Li2Ge7O15,Orthorhombic,3.088
Sn3BrF5,Monoclinic,3.088
KBeH3,Monoclinic,3.0876
Na6Mo10O33,Triclinic,3.0874
Ba2YI7,Monoclinic,3.0869
Na3SbO3,Cubic,3.0866
Ba5Ta4O15,Trigonal,3.0865
AlInI4,Monoclinic,3.0861
LiFe2F5,Monoclinic,3.0859
Gd4Ga2O9,Monoclinic,3.0853
Cs2Mo5O16,Monoclinic,3.0849
GaAsO4,Orthorhombic,3.0849
CaPS3,Monoclinic,3.0848
LuScO3,Hexagonal,3.0848
Li5FeO4,Orthorhombic,3.0845
Sm2TiO5,Orthorhombic,3.0845
RbHS,Monoclinic,3.0844
C6IF7,Monoclinic,3.0843
Ca(GaO2)2,Orthorhombic,3.0839
CaPbI4,Orthorhombic,3.0839
Y2TeO6,Trigonal,3.0839
Cs3SbO3,Cubic,3.0838
NaGaO2,Orthorhombic,3.0837
ZnCrF5,Monoclinic,3.0837
Mg6Te5O16,Orthorhombic,3.0835
ScBiO3,Trigonal,3.0834
Rb3AsBr6,Cubic,3.0833
Ba3Ga4O9,Triclinic,3.0829
SbAsO4,Monoclinic,3.0829
Tm3SbO7,Orthorhombic,3.0829
K6Ge2O7,Monoclinic,3.0827
MoSO6,Monoclinic,3.0825
Nd3Si6N11,Tetragonal,3.0824
Cs3CdI5,Orthorhombic,3.082
NbPO5,Tetragonal,3.0819
Al2NiO4,Monoclinic,3.0811
H7NO6,Orthorhombic,3.081
MnCO3,Triclinic,3.0809
Gd2SiO5,Monoclinic,3.0808
LiFeF4,Triclinic,3.0807
KSn2F5,Triclinic,3.0803
Sn(SeO3)2,Monoclinic,3.0796
TeSeO4,Orthorhombic,3.0796
Al2NiO4,Monoclinic,3.0795
HoErO3,Hexagonal,3.0794
Sr(CO2)2,Orthorhombic,3.0794
Er10W2O21,Orthorhombic,3.079
Ca(BS2)2,Cubic,3.0789
K2Mg2O3,Monoclinic,3.0789
Te3As2O11,Triclinic,3.0787
Cd3Se3O10,Monoclinic,3.0782
Ca10P6O25,Trigonal,3.0781
RbHO,Orthorhombic,3.0781
MgTi2O5,Orthorhombic,3.078
Li2CrO4,Orthorhombic,3.0779
Sr3La4O9,Trigonal,3.0779
As2WO7,Monoclinic,3.0777
SiH2O,Monoclinic,3.0776
Zr5Ti7O24,Monoclinic,3.0776
YHoO3,Hexagonal,3.0775
Zr(TeCl6)2,Trigonal,3.0775
SrGd2O4,Orthorhombic,3.0774
AlGaO3,Orthorhombic,3.0761
Sc11Nb3O24,Triclinic,3.076
BaPr2O4,Orthorhombic,3.0759
LiVF6,Cubic,3.0758
In(IO3)3,Trigonal,3.0751
Al2NiO4,Monoclinic,3.075
NiSeO3,Monoclinic,3.0748
YBiO3,Trigonal,3.0748
Cs2HgCl4,Monoclinic,3.0746
Rb3ZnH5,Tetragonal,3.0746
Sm2Zr2O7,Cubic,3.0741
Bi2I4O13,Orthorhombic,3.0737
Si3(WO6)2,Cubic,3.0736
PBr3O,Orthorhombic,3.0735
Mg2GeO4,Cubic,3.0734
Er2SO2,Trigonal,3.0733
K5V3O10,Tetragonal,3.0732
Ca(GaO2)2,Monoclinic,3.0718
Y2TeO6,Orthorhombic,3.0718
GdHO2,Monoclinic,3.0714
Li2Mn3F8,Monoclinic,3.0714
Lu2(TeO3)3,Triclinic,3.0714
PbBrCl,Tetragonal,3.0714
Li4Mo5O17,Triclinic,3.0706
H4N2O3,Tetragonal,3.0705
Te5PbO11,Monoclinic,3.0704
Ge7H18O23,Triclinic,3.0702
LaBiO3,Trigonal,3.07
K2CrO4,Orthorhombic,3.0699
KPb2Br5,Monoclinic,3.0699
Te(HO)6,Monoclinic,3.0698
Sr(GaO2)2,Monoclinic,3.0697
GaAsO4,Trigonal,3.0694
Sr14Nb6O29,Triclinic,3.0694
TaCl3O,Tetragonal,3.0691
SrGe4O9,Trigonal,3.0685
LiSbO2,Monoclinic,3.0684
Tm2Ti2O7,Monoclinic,3.0682
Mg2H6Ru,Cubic,3.0681
Mn(ReO4)2,Trigonal,3.068
As3(HO2)5,Triclinic,3.0666
K4Ge9O20,Tetragonal,3.0665
Ta2ZnO6,Orthorhombic,3.0662
HgClO3,Monoclinic,3.0661
Ho2Ti2O7,Monoclinic,3.0657
Lu2Te5O13,Triclinic,3.0656
La2Mo2O9,Triclinic,3.0655
Ba5(Ga3O7)2,Orthorhombic,3.0654
Bi5O4F7,Orthorhombic,3.0651
Ca2Nb2O7,Orthorhombic,3.065
Gd5Y3O12,Orthorhombic,3.065
Sb(C2N3)3,Orthorhombic,3.065
In2(TeO3)3,Orthorhombic,3.0649
Na2Sb4O7,Monoclinic,3.0649
Na4WO4,Tetragonal,3.0646
Al4CdO7,Monoclinic,3.0642
Li2Si4O7,Tetragonal,3.0641
La2SO2,Trigonal,3.064
SrLaBr5,Monoclinic,3.0638
KNO3,Triclinic,3.0629
CsGaS2,Monoclinic,3.0626
Na2Ti2O5,Monoclinic,3.0619
Er2Zr2O7,Orthorhombic,3.0617
Sr(H2O3)2,Monoclinic,3.0615
Cr3Pb5F19,Monoclinic,3.0614
HNO,Monoclinic,3.0612
CsInF3,Cubic,3.0609
HIO3,Orthorhombic,3.0606
Gd3InO6,Trigonal,3.0601
Ba2SrI6,Monoclinic,3.06
Sr3TeO6,Trigonal,3.0594
Gd2(MoO4)3,Monoclinic,3.0587
CsSn2Cl5,Tetragonal,3.0582
TaAsO5,Orthorhombic,3.0581
Pr2WO6,Monoclinic,3.058
BNF8,Orthorhombic,3.0579
Sb5O7F,Monoclinic,3.0577
Ho2Zr2O7,Orthorhombic,3.0576
Li6WN4,Tetragonal,3.0574
Li2Fe3F8,Monoclinic,3.0573
Dy2Ti2O7,Monoclinic,3.0572
RbVO3,Orthorhombic,3.0572
KLiS,Tetragonal,3.0571
Cs3LaI6,Tetragonal,3.056
Dy2Te4O11,Triclinic,3.056
KCrO2,Hexagonal,3.056
Li3SbO4,Monoclinic,3.056
DyHoO3,Hexagonal,3.0556
VOF3,Triclinic,3.0552
BaGe4O9,Trigonal,3.0551
Cs3CdBr5,Tetragonal,3.0548
MgSe2O5,Orthorhombic,3.0546
Ba(AlSe2)2,Orthorhombic,3.0544
PbWO4,Monoclinic,3.0538
Cs2HgCl4,Orthorhombic,3.0535
Tm2TeO6,Trigonal,3.0533
LiFeF4,Tetragonal,3.0531
V2Pb3O8,Trigonal,3.0529
GaBiO3,Trigonal,3.0525
Na2Be2O3,Monoclinic,3.0523
Sn4P2O9,Monoclinic,3.0523
V2Pb3O8,Monoclinic,3.052
Lu2TiO5,Orthorhombic,3.0518
Sb4O5F2,Monoclinic,3.0517
NaSn2Cl5,Orthorhombic,3.0516
GdAsO4,Monoclinic,3.0515
Ni(IO3)2,Trigonal,3.0515
ZnSe2O5,Orthorhombic,3.0515
BiOF,Orthorhombic,3.0514
Rb5V3O10,Tetragonal,3.0511
Ba3LaBr9,Monoclinic,3.0509
K6Mo10O33,Triclinic,3.0507
VO2F,Orthorhombic,3.0505
Li2Fe3F8,Trigonal,3.0503
AlBN2,Tetragonal,3.0501
MgSiO3,Monoclinic,3.0501
KGdO2,Trigonal,3.05
CdSO4,Orthorhombic,3.0499
KGaO2,Orthorhombic,3.0499
LiVF4,Tetragonal,3.0491
MgGeO3,Orthorhombic,3.049
Pb(IO3)2,Triclinic,3.0485
Dy2TiO5,Orthorhombic,3.0481
Ge3Sb2O9,Hexagonal,3.0481
Rb2Ti4O9,Monoclinic,3.0481
KPaO3,Cubic,3.0477
Cs3BiO3,Cubic,3.0476
Y3Si6N11,Tetragonal,3.0475
Sr4Nb2O9,Monoclinic,3.0472
GdAsO4,Tetragonal,3.0461
KVO3,Orthorhombic,3.046
As3HO6,Monoclinic,3.0456
Rb3MgH5,Tetragonal,3.0455
BaSiO3,Trigonal,3.0454
CsBrO4,Tetragonal,3.0454
CdSO3,Trigonal,3.0449
Te3(PbO4)2,Orthorhombic,3.0449
Tm2TiO5,Orthorhombic,3.0448
RbPbF3,Cubic,3.0445
Sr5Ta4O15,Trigonal,3.0444
Ba2I2O,Orthorhombic,3.0441
CaSiO3,Monoclinic,3.0437
InSnCl3,Trigonal,3.0433
Li2MnF4,Tetragonal,3.0432
LiCoF3,Trigonal,3.0432
B5H6Br,Monoclinic,3.0427
NbCrO4,Monoclinic,3.0426
Al2NiO4,Monoclinic,3.0421
Sb5O7F,Triclinic,3.0421
SnTe3O8,Cubic,3.042
Li3BiO3,Cubic,3.0418
Cs3ScO3,Monoclinic,3.0416
RbNO3,Trigonal,3.0415
Li6MnO4,Tetragonal,3.0413
K2NdI5,Orthorhombic,3.041
Ca4Nb2O9,Monoclinic,3.0409
Li2FeO2,Monoclinic,3.0406
MgPbF6,Trigonal,3.0406
PBr2N,Orthorhombic,3.0406
RbPb2Br5,Tetragonal,3.0406
Mg2As2O7,Monoclinic,3.0403
Li5VF8,Monoclinic,3.0402
K3TaO8,Tetragonal,3.04
Pd(CN)2,Orthorhombic,3.04
Dy2TeO6,Trigonal,3.0392
SiGeO3,Orthorhombic,3.0391
VOF3,Tetragonal,3.0386
AlVO4,Triclinic,3.0384
LiNbO3,Triclinic,3.0381
Er2TiO5,Orthorhombic,3.038
BaZrO3,Cubic,3.0377
Li2VF5,Orthorhombic,3.0372
Rb3TiF7,Tetragonal,3.037
Zn(C4N3)2,Orthorhombic,3.0359
Ho2TiO5,Orthorhombic,3.0358
NaVO3,Orthorhombic,3.0358
RbNO3,Trigonal,3.0358
GdClO,Tetragonal,3.0355
K2Se2O7,Monoclinic,3.0355
Li7VN4,Cubic,3.0352
ZnSnF4,Triclinic,3.0352
Sb6O5F8,Monoclinic,3.0351
MnZnF4,Monoclinic,3.0349
LiVO3,Monoclinic,3.0342
LiFeF3,Triclinic,3.0341
Rb4TiO4,Monoclinic,3.0341
Li2TiO3,Monoclinic,3.0338
PrVO4,Tetragonal,3.0336
VOF3,Monoclinic,3.033
Er2TeO6,Trigonal,3.0328
CaAlH5,Monoclinic,3.0326
ZrNCl,Trigonal,3.0325
Cs3Sc2Br9,Hexagonal,3.0319
DyYO3,Hexagonal,3.0318
Mg3(AsO4)2,Tetragonal,3.0315
LiCrF4,Monoclinic,3.0313
Dy2(SeO4)3,Monoclinic,3.0307
Al(SiO3)2,Triclinic,3.0304
Al2ZnO4,Orthorhombic,3.0303
SrCrF5,Tetragonal,3.0298
Si2SnO6,Monoclinic,3.0294
Sc2Te5O13,Triclinic,3.029
TlBrO4,Orthorhombic,3.0289
Ho2SO2,Trigonal,3.0283
Sm2TeO6,Trigonal,3.028
NbInO4,Monoclinic,3.0277
Ni2Te3O8,Monoclinic,3.0277
LuGaO3,Cubic,3.0274
Ba(GaO2)2,Hexagonal,3.0272
Li2Ge4O9,Orthorhombic,3.0272
BaGe4O9,Trigonal,3.0267
InSnBr3,Trigonal,3.0267
Li4Ti5O12,Triclinic,3.0262
Bi(IO3)3,Monoclinic,3.0259
Mn3(PO4)2,Monoclinic,3.0258
Na3GdCl6,Cubic,3.0252
Cr(PO3)2,Orthorhombic,3.025
SmVO4,Tetragonal,3.0241
Na2CN2,Monoclinic,3.024
Ba2AlH7,Monoclinic,3.0237
Na3GdCl6,Trigonal,3.0237
LiAlSe2,Orthorhombic,3.0233
Sb4O5F2,Orthorhombic,3.0228
NdVO4,Tetragonal,3.0225
Cr2(WO4)3,Orthorhombic,3.0223
Ba(GaO2)2,Hexagonal,3.022
Ba3SiS5,Orthorhombic,3.0219
Na2Ge2O5,Orthorhombic,3.0218
Tl3PbBr5,Tetragonal,3.0218
Ta7BiO19,Hexagonal,3.0217
Ba2Sc2O5,Orthorhombic,3.0216
Ta2ZnO6,Orthorhombic,3.0212
K2Ti4O9,Monoclinic,3.0211
Al11AgO17,Orthorhombic,3.0209
Sr2YI7,Monoclinic,3.0205
C6N7Cl3,Monoclinic,3.0203
Ca(C4N3)2,Orthorhombic,3.0202
Rb2Ge2O5,Monoclinic,3.0202
Rb2MnF4,Tetragonal,3.0201
Ca(SeO3)2,Monoclinic,3.0199
Li4Ge5O12,Triclinic,3.0198
LiNbO3,Triclinic,3.0192
CdTeO3,Monoclinic,3.019
Na3GaCl6,Cubic,3.019
VN3O10,Monoclinic,3.0186
Y10Ta4O25,Monoclinic,3.0184
Y2Th8O19,Monoclinic,3.0177
Li4CrF6,Monoclinic,3.0173
Ta7BiO19,Hexagonal,3.0171
LiNb3O8,Monoclinic,3.017
BaNb2O6,Orthorhombic,3.016
BaCaI4,Trigonal,3.0154
Dy2Zr2O7,Orthorhombic,3.0154
Rb4Al2S5,Orthorhombic,3.0154
KNO3,Trigonal,3.0153
K2Ge2O5,Monoclinic,3.015
Te6Cl2O11,Orthorhombic,3.0146
Cr2(WO4)3,Trigonal,3.0145
AlBrO,Orthorhombic,3.0144
Mg(H2N)2,Tetragonal,3.0143
Ho2TeO6,Orthorhombic,3.0134
Zn(C4N3)2,Trigonal,3.0133
Fe3(PO4)2,Monoclinic,3.013
Mg2TaN3,Orthorhombic,3.0129
MoAs2O7,Monoclinic,3.0129
Er2Te5O13,Triclinic,3.0126
Tb3SbO7,Orthorhombic,3.0124
PrSbO4,Monoclinic,3.0123
Ho2Te5O13,Triclinic,3.0121
KAsO3,Orthorhombic,3.0119
Na2CrO4,Triclinic,3.0117
Sm3Si6N11,Tetragonal,3.0113
Ca2Nb2O7,Monoclinic,3.011
Cs2Ti4O9,Monoclinic,3.0106
Cs2HgCl4,Orthorhombic,3.0104
Tm2Te5O13,Triclinic,3.0101
ZnTe2O5,Tetragonal,3.01
Cs2CaH4,Tetragonal,3.0097
ErAlO3,Cubic,3.0097
NaNO3,Triclinic,3.0097
BiBO3,Monoclinic,3.0096
BaReH9,Trigonal,3.0092
LaSbO4,Monoclinic,3.009
ReO3F,Monoclinic,3.009
B9H11N4,Monoclinic,3.0084
PbC7N10,Monoclinic,3.0078
