formula,Crystal System,band_gap_calculated (eV)
CuAs2,Orthorhombic,0
CuAs2,Tetragonal,0
CuAu,Orthorhombic,0
CuAu,Tetragonal,0
CuAu,Trigonal,0
CuAu3,Cubic,0
CuAu3,Hexagonal,0
CuAu3,Tetragonal,0
CuAu4,Trigonal,0
CuB5,Orthorhombic,0
CuBi,Hexagonal,0
CuBr,Cubic,0.2864
CuBr,Hexagonal,0.4321
CuBr,Tetragonal,0.72055
CuBr2,Monoclinic,0
CuBr2,Tetragonal,0
CuC6,Orthorhombic,0
CuCl,Cubic,0.447233333
CuCl,Hexagonal,0.5736
CuCl,Trigonal,0.5569
CuCl2,Monoclinic,0
CuCl2,Tetragonal,0
CuCl2,Trigonal,0
CuCl3,Orthorhombic,0
CuCl4,Tetragonal,0
CuF,Cubic,0
CuF2,Monoclinic,0
CuF2,Tetragonal,0
CuGe3,Hexagonal,0
CuGe3,Tetragonal,0
CuH,Hexagonal,0.5729
CuH,Trigonal,0
CuI,Cubic,0.58815
CuI,Hexagonal,1.212
CuI,Monoclinic,1.1312
CuI,Orthorhombic,0.9456
CuI,Tetragonal,1.5722
CuI,Trigonal,1.068225
CuI2,Tetragonal,0
CuI4,Orthorhombic,0
CuI4,Tetragonal,0
CuN,Cubic,0
CuN,Monoclinic,0
CuN,Orthorhombic,0
CuN3,Tetragonal,1.5066
CuN6,Orthorhombic,0
CuN8,Orthorhombic,0.4255
CuNi,Hexagonal,0
CuNi,Orthorhombic,0
CuNi,Trigonal,0
CuNi3,Orthorhombic,0
CuNi3,Tetragonal,0
CuO,Cubic,0
CuO,Monoclinic,0
CuO,Orthorhombic,0.01115
CuO,Tetragonal,0
CuO2,Cubic,0
CuO2,Monoclinic,0.0728
CuO2,Orthorhombic,0
CuO2,Trigonal,0
CuP10,Triclinic,1.0585
CuP2,Monoclinic,0.8679
CuPb3,Cubic,0
CuPb3,Tetragonal,0
CuPd,Cubic,0
CuPd,Orthorhombic,0
CuPd,Trigonal,0
CuPd3,Tetragonal,0
CuPt,Trigonal,0
CuPt3,Orthorhombic,0
CuPt7,Cubic,0
CuRh,Trigonal,0
CuRu3,Tetragonal,0
CuS,Cubic,0
CuS,Hexagonal,0
CuS,Orthorhombic,0
CuS,Trigonal,0
CuS2,Cubic,0
CuS2,Monoclinic,0
CuS2,Orthorhombic,0
CuS2,Tetragonal,0
CuSe,Hexagonal,0
CuSe,Orthorhombic,0
CuSe,Tetragonal,0
CuSe2,Cubic,0
CuSe2,Orthorhombic,0
CuSn,Hexagonal,0
CuSn3,Hexagonal,0
CuSn3,Tetragonal,0
CuTe,Orthorhombic,0
CuTe,Tetragonal,0
CuTe2,Cubic,0
CuTe2,Trigonal,0
Dy10Si17,Orthorhombic,0
Dy11Cd45,Cubic,0
Dy11Ge10,Tetragonal,0
Dy11S16,Orthorhombic,0
Dy11Sn10,Tetragonal,0
Dy12Co7,Monoclinic,0
Dy14Ag51,Hexagonal,0
Dy14Au51,Hexagonal,0
Dy2Al,Orthorhombic,0
Dy2Al17,Hexagonal,0
Dy2Au,Orthorhombic,0
Dy2C,Trigonal,0
Dy2C3,Cubic,0
Dy2Co17,Hexagonal,0
Dy2Co17,Trigonal,0
Dy2Co7,Trigonal,0
Dy2Fe17,Hexagonal,0
Dy2Fe17,Trigonal,0
Dy2Ge3,Hexagonal,0
Dy2In,Hexagonal,0
Dy2Mg,Orthorhombic,0
Dy2N3,Cubic,0
Dy2Ni17,Hexagonal,0
Dy2Ni7,Hexagonal,0
Dy2Ni7,Trigonal,0
Dy2O3,Cubic,1.96275
Dy2O3,Monoclinic,3.9975
Dy2O3,Tetragonal,1.5409
Dy2O3,Trigonal,4.1997
Dy2Pt,Orthorhombic,0
Dy2S3,Orthorhombic,0.66635
Dy2S3,Tetragonal,1.9091
Dy2Sb5,Monoclinic,0
Dy2Se3,Orthorhombic,0.3663
Dy2Si3,Orthorhombic,0
Dy2Sn5,Orthorhombic,0
Dy2Te,Orthorhombic,0
Dy2Te3,Orthorhombic,0.5488
Dy2Te3,Tetragonal,0.0267
Dy2Te5,Orthorhombic,0
Dy2Tl,Hexagonal,0
Dy2Zn17,Hexagonal,0
Dy2Zn17,Trigonal,0
Dy3Al,Cubic,0
Dy3Al,Hexagonal,0
Dy3Al2,Tetragonal,0
Dy3As,Tetragonal,0
Dy3Bi,Cubic,0
Dy3C4,Tetragonal,0
Dy3Co,Orthorhombic,0
Dy3Er,Cubic,0
Dy3Ga,Cubic,0
Dy3Ga2,Tetragonal,0.0057
Dy3Ga5,Orthorhombic,0
Dy3Ge4,Monoclinic,0
Dy3Ge4,Orthorhombic,0
Dy3Ge5,Hexagonal,0
Dy3Ge5,Orthorhombic,0
Dy3Hg,Cubic,0
Dy3Ho,Cubic,0
Dy3In,Cubic,0
Dy3In5,Orthorhombic,0
Dy3Ir,Orthorhombic,0
Dy3Ir2,Tetragonal,0
Dy3Lu,Hexagonal,0
Dy3Lu,Tetragonal,0
Dy3Mg,Tetragonal,0
Dy3Ni2,Monoclinic,0
Dy3Os,Orthorhombic,0
Dy3Pd2,Tetragonal,0
Dy3Pd4,Trigonal,0
Dy3Pt,Orthorhombic,0
Dy3Pt4,Trigonal,0
Dy3Rh,Orthorhombic,0
Dy3Rh2,Tetragonal,0
Dy3Ru,Orthorhombic,0
Dy3Ru2,Hexagonal,0
Dy3S4,Cubic,0
Dy3Se4,Cubic,0
Dy3Si4,Monoclinic,0
Dy3Tl5,Orthorhombic,0
Dy3Tm,Cubic,0
Dy3V,Cubic,0
Dy3Y,Cubic,0
Dy3Y,Hexagonal,0
Dy3Y,Tetragonal,0
Dy3Zn11,Orthorhombic,0
Dy3Zr,Cubic,0
Dy3Zr,Tetragonal,0
Dy4Al,Cubic,0
Dy4C5,Orthorhombic,0
Dy4Co,Cubic,0
Dy4Co3,Trigonal,0
Dy4Fe,Cubic,0
Dy4Ir,Cubic,0
Dy4Mn,Cubic,0
Dy4Ni,Cubic,0
Dy4Pt,Cubic,0
Dy4Rh,Cubic,0
Dy4Sb3,Cubic,0
Dy4Te7,Tetragonal,0
Dy5Bi3,Orthorhombic,0
Dy5Cl11,Monoclinic,0
Dy5Ga3,Tetragonal,0
Dy5Ge3,Hexagonal,0
Dy5In3,Tetragonal,0
Dy5Ir2,Monoclinic,0
Dy5Ir3,Hexagonal,0
Dy5Ir3,Tetragonal,0
Dy5Mg,Orthorhombic,0
Dy5Mg,Trigonal,0
Dy5Mg24,Cubic,0
Dy5Pb3,Hexagonal,0
Dy5Pb4,Orthorhombic,0
Dy5Pt3,Hexagonal,0
Dy5Pt4,Orthorhombic,0
Dy5Rh3,Hexagonal,0
Dy5Ru2,Monoclinic,0
Dy5S7,Monoclinic,0
Dy5Sb3,Hexagonal,0
Dy5Si3,Hexagonal,0
Dy5Si4,Orthorhombic,0
Dy5Sn11,Orthorhombic,0
Dy5Sn13,Orthorhombic,0
Dy5Sn3,Hexagonal,0
Dy5Sn4,Orthorhombic,0
Dy5Tl3,Hexagonal,0
Dy5Tl3,Tetragonal,0
Dy6Cl13,Monoclinic,0
Dy6Cu23,Cubic,0
Dy6Fe23,Cubic,0
Dy6Mn23,Cubic,0
Dy6Se11,Triclinic,0.5265
Dy6Zn23,Cubic,0
Dy7Rh3,Hexagonal,0
DyAg,Cubic,0
DyAg2,Tetragonal,0
DyAg3,Tetragonal,0
DyAl,Cubic,0
DyAl,Orthorhombic,0
DyAl2,Cubic,0
DyAl3,Cubic,0
DyAl3,Hexagonal,0
DyAl3,Tetragonal,0
DyAl3,Trigonal,0
DyAs,Cubic,0
DyAu,Cubic,0
DyAu,Orthorhombic,0
DyAu2,Tetragonal,0
DyAu3,Orthorhombic,0
DyAu6,Tetragonal,0
DyB12,Cubic,0
DyB2,Hexagonal,0
DyB4,Tetragonal,0
DyB6,Cubic,0
DyBe13,Cubic,0
DyBi,Cubic,0
DyBr2,Orthorhombic,0
DyBr2,Tetragonal,0
DyBr3,Hexagonal,3.0029
DyC2,Tetragonal,0
DyCd,Cubic,0
DyCd2,Hexagonal,0
DyCd3,Orthorhombic,0
DyCd6,Orthorhombic,0
DyCl2,Orthorhombic,0.0236
DyCl3,Orthorhombic,3.8954
DyCo2,Cubic,0
DyCo3,Trigonal,0
DyCo5,Hexagonal,0
DyCo5,Orthorhombic,0
DyCu,Cubic,0
DyCu2,Orthorhombic,0
DyCu5,Cubic,0
DyCu5,Hexagonal,0
DyCu7,Orthorhombic,0
DyEr,Hexagonal,0
DyEr3,Hexagonal,0
DyF3,Orthorhombic,7.7755
DyF3,Trigonal,7.8654
DyFe2,Cubic,0
DyFe3,Trigonal,0
DyFe5,Hexagonal,0
DyGa,Orthorhombic,0
DyGa2,Hexagonal,0
DyGa3,Cubic,0
DyGa3,Hexagonal,0
DyGa3,Trigonal,0
DyGa6,Tetragonal,0
DyGe,Orthorhombic,0
DyGe3,Orthorhombic,0
DyH2,Cubic,0
DyH3,Trigonal,0.0024
DyHg,Cubic,0
DyHg2,Hexagonal,0
DyHg2,Trigonal,0
DyHg3,Hexagonal,0
DyHo,Hexagonal,0
DyHo3,Cubic,0
DyHo3,Hexagonal,0
DyHo3,Tetragonal,0
DyI3,Hexagonal,2.1725
DyI6,Orthorhombic,0.0378
DyIn,Cubic,0
DyIn3,Cubic,0
DyIr2,Cubic,0
DyIr3,Cubic,0
DyLu3,Hexagonal,0
DyMg,Cubic,0
DyMg149,Hexagonal,0.2636
DyMg2,Cubic,0
DyMg2,Hexagonal,0
DyMg3,Cubic,0
DyMg3,Hexagonal,0
DyMg5,Monoclinic,0
DyMn12,Tetragonal,0
DyMn2,Cubic,0
DyMn2,Hexagonal,0
DyMn2,Trigonal,0
DyN,Cubic,0.0431
DyNi,Orthorhombic,0
DyNi2,Cubic,0
DyNi3,Trigonal,0
DyNi5,Hexagonal,0
DyNp3,Tetragonal,0
DyO2,Monoclinic,0
DyO3,Hexagonal,0
DyOs2,Hexagonal,0
DyOs3,Hexagonal,0
DyP,Cubic,0
DyP5,Monoclinic,0.0937
DyPa,Hexagonal,0
DyPa3,Cubic,0
DyPb3,Cubic,0
DyPd,Cubic,0
DyPd2,Tetragonal,0
DyPd3,Cubic,0
DyPt,Orthorhombic,0
DyPt2,Cubic,0
DyPt3,Cubic,0
DyPu3,Tetragonal,0
DyRe2,Hexagonal,0
DyRh,Cubic,0
DyRh2,Cubic,0
DyRh5,Hexagonal,0
DyRu2,Hexagonal,0
DyRu3,Cubic,0
DyS,Cubic,0
DyS2,Cubic,0
DyS2,Tetragonal,0
DySb,Cubic,0
DySb2,Orthorhombic,0
DySb3,Hexagonal,0
DySe,Cubic,0
DySe,Hexagonal,0
DySe2,Tetragonal,0
DySi,Orthorhombic,0
DySi2,Hexagonal,0
DySi2,Tetragonal,0
DySn2,Orthorhombic,0
DySn3,Cubic,0
DySn3,Orthorhombic,0
DyTa3,Cubic,0
DyTc2,Hexagonal,0
DyTe,Cubic,0
DyTe2,Tetragonal,0
DyTe3,Orthorhombic,0
DyTh,Cubic,0
DyTh2,Trigonal,0
DyTh3,Cubic,0
DyTl,Cubic,0
DyTl3,Cubic,0
DyTm3,Hexagonal,0
DyU3,Tetragonal,0
DyY3,Hexagonal,0
DyZn,Cubic,0
DyZn12,Tetragonal,0
DyZn2,Orthorhombic,0
DyZn3,Orthorhombic,0
DyZn5,Hexagonal,0
DyZr,Hexagonal,0
Er11Cd45,Cubic,0
Er11Ge10,Tetragonal,0
Er11Sn10,Tetragonal,0
Er12Co7,Monoclinic,0
Er14Ag51,Hexagonal,0
Er15C19,Tetragonal,0
Er2Al,Orthorhombic,0
Er2Al17,Hexagonal,0
Er2Au,Orthorhombic,0
Er2C,Trigonal,0
Er2C3,Cubic,0
Er2Co17,Hexagonal,0
Er2Co7,Trigonal,0
Er2Fe17,Hexagonal,0
Er2Ge3,Hexagonal,0
Er2Ge5,Orthorhombic,0
Er2In,Hexagonal,0
Er2Mg,Orthorhombic,0
Er2Mg,Tetragonal,0
Er2Ni17,Hexagonal,0
Er2Ni7,Hexagonal,0
Er2Ni7,Trigonal,0
Er2O3,Cubic,3.9629
Er2O3,Monoclinic,4.1023
Er2O3,Trigonal,3.53975
Er2Pt,Orthorhombic,0
Er2S3,Monoclinic,1.3162
Er2S3,Orthorhombic,0.6267
Er2S3,Tetragonal,1.9719
Er2Se3,Orthorhombic,0.7923
Er2Se3,Tetragonal,0.95005
Er2Si3,Orthorhombic,0
Er2Sn5,Orthorhombic,0
Er2Te3,Orthorhombic,0.0521
Er2Zn17,Hexagonal,0
Er2Zn17,Trigonal,0
Er3Al2,Tetragonal,0
Er3As,Cubic,0
Er3C4,Tetragonal,0
Er3Co,Orthorhombic,0
Er3Ga,Cubic,0
Er3Ga2,Tetragonal,0.0025
Er3Ga5,Orthorhombic,0
Er3Ge,Tetragonal,0
Er3Ge4,Orthorhombic,0
Er3Hg,Cubic,0
Er3In,Cubic,0
Er3In,Hexagonal,0
Er3In5,Orthorhombic,0
Er3Ir,Orthorhombic,0
Er3Ir2,Tetragonal,0
Er3Lu,Hexagonal,0
Er3Mg,Hexagonal,0
Er3Mg,Tetragonal,0
Er3Ni,Orthorhombic,0
Er3Ni2,Trigonal,0
Er3Np,Cubic,0
Er3Os,Orthorhombic,0
Er3P,Tetragonal,0
Er3Pb,Hexagonal,0
Er3Pb,Tetragonal,0
Er3Pd2,Tetragonal,0
Er3Pd4,Trigonal,0
Er3Pt,Orthorhombic,0
Er3Pt4,Trigonal,0
Er3Rh,Orthorhombic,0
Er3Rh2,Tetragonal,0
Er3Ru,Orthorhombic,0
Er3Ru2,Cubic,0
Er3Ru2,Hexagonal,0
Er3Sn,Tetragonal,0
Er3Sn7,Orthorhombic,0
Er3Th,Hexagonal,0
Er3Tl5,Orthorhombic,0
Er3Tm,Hexagonal,0
Er4Al,Cubic,0
Er4C7,Monoclinic,0.3912
Er4Co,Cubic,0
Er4Co3,Trigonal,0
Er4Fe,Cubic,0
Er4I5,Monoclinic,0
Er4Ir,Cubic,0
Er4Ni,Cubic,0
Er4Pt,Cubic,0
Er4Rh,Cubic,0
Er4Sb3,Cubic,0
Er5Bi3,Orthorhombic,0
Er5Ga3,Hexagonal,0
Er5Ge3,Hexagonal,0
Er5Ge4,Orthorhombic,0
Er5In3,Hexagonal,0
Er5Ir2,Monoclinic,0
Er5Ir3,Hexagonal,0
Er5Ir3,Tetragonal,0
Er5Mg,Trigonal,0
Er5Mg24,Cubic,0
Er5Pb3,Hexagonal,0
Er5Pb4,Orthorhombic,0
Er5Pt3,Hexagonal,0
Er5Pt4,Orthorhombic,0
Er5Rh3,Hexagonal,0
Er5Ru2,Monoclinic,0
Er5S7,Monoclinic,0
Er5Sb3,Hexagonal,0
Er5Sb3,Orthorhombic,0
Er5Si3,Hexagonal,0
Er5Si4,Monoclinic,0
Er5Si4,Orthorhombic,0
Er5Sn3,Hexagonal,0
Er5Tl3,Hexagonal,0
Er5Tl3,Tetragonal,0
Er6Fe23,Cubic,0
Er6Ge11,Monoclinic,0
Er6I7,Monoclinic,0
Er6Mn23,Cubic,0
Er6Zn23,Cubic,0
Er7Rh3,Hexagonal,0
ErAg,Cubic,0
ErAg2,Tetragonal,0
ErAg3,Hexagonal,0
ErAl,Orthorhombic,0
ErAl2,Cubic,0
ErAl3,Cubic,0
ErAl3,Hexagonal,0
ErAl3,Trigonal,0
ErAs,Cubic,0
ErAs3,Hexagonal,0
ErAu,Cubic,0
ErAu,Orthorhombic,0
ErAu2,Tetragonal,0
ErAu3,Orthorhombic,0
ErAu4,Tetragonal,0
ErB12,Cubic,0
ErB2,Hexagonal,0
ErB4,Tetragonal,0
ErB6,Cubic,0
ErBe13,Cubic,0
ErBi,Cubic,0
ErBi3,Cubic,0
ErBi3,Hexagonal,0
ErC2,Tetragonal,0
ErCd,Cubic,0
ErCd2,Hexagonal,0
ErCd2,Monoclinic,0
ErCd2,Trigonal,0
ErCd3,Orthorhombic,0
ErCd6,Orthorhombic,0
ErCl2,Tetragonal,0
ErCl3,Hexagonal,3.7739
ErCo2,Cubic,0
ErCo3,Trigonal,0
ErCo5,Hexagonal,0
ErCo5,Orthorhombic,0
ErCu,Cubic,0
ErCu2,Orthorhombic,0
ErCu5,Cubic,0
ErF3,Orthorhombic,7.6163
ErFe2,Cubic,0
ErFe2,Hexagonal,0
ErFe3,Trigonal,0
ErGa,Orthorhombic,0
ErGa2,Hexagonal,0
ErGa3,Cubic,0
ErGa3,Hexagonal,0
ErGa6,Tetragonal,0.01385
ErGe,Orthorhombic,0
ErGe3,Orthorhombic,0
ErH,Cubic,0
ErH,Hexagonal,0
ErH2,Cubic,0
ErH2,Hexagonal,0
ErH3,Cubic,0
ErH3,Hexagonal,0
ErH3,Trigonal,0
ErHg,Cubic,0
ErHg2,Hexagonal,0
ErHg3,Hexagonal,0
ErI3,Hexagonal,2.0376
ErIn,Cubic,0
ErIn3,Cubic,0
ErIr,Cubic,0
ErIr2,Cubic,0
ErLu3,Hexagonal,0
ErMg,Cubic,0
ErMg149,Hexagonal,0.2856
ErMg2,Cubic,0
ErMg2,Hexagonal,0
ErMg3,Cubic,0
ErMg3,Hexagonal,0
ErMg5,Hexagonal,0
ErMg5,Monoclinic,0
ErMg5,Orthorhombic,0
ErMn12,Tetragonal,0
ErMn2,Cubic,0
ErMn2,Hexagonal,0
ErMn2,Monoclinic,0
ErMn2,Orthorhombic,0
ErN,Cubic,0.06215
ErNi,Orthorhombic,0
ErNi2,Cubic,0
ErNi3,Trigonal,0
ErNi4,Monoclinic,0
ErNi5,Hexagonal,0
ErNp3,Cubic,0
ErNp3,Tetragonal,0
ErO,Hexagonal,0
ErO2,Monoclinic,0
ErO3,Hexagonal,0.2098
ErOs2,Hexagonal,0
ErOs3,Hexagonal,0
ErP,Cubic,0
ErPa3,Cubic,0
ErPb3,Cubic,0
ErPd,Cubic,0
ErPd2,Tetragonal,0
ErPd3,Cubic,0
ErPt,Orthorhombic,0
ErPt2,Cubic,0
ErPt3,Cubic,0
ErPt5,Hexagonal,0
ErPu3,Hexagonal,0
ErRe2,Hexagonal,0
ErRh,Cubic,0
ErRh2,Cubic,0
ErRh5,Hexagonal,0
ErRu2,Hexagonal,0
ErRu3,Cubic,0
ErRu3,Tetragonal,0
ErS,Cubic,0
ErS2,Cubic,0
ErS2,Monoclinic,0.3512
ErS2,Tetragonal,0
ErSb,Cubic,0
ErSb2,Orthorhombic,0
ErSb3,Hexagonal,0
ErSe,Cubic,0
ErSe2,Orthorhombic,0
ErSe2,Tetragonal,0
ErSi,Orthorhombic,0
ErSi2,Hexagonal,0
ErSi2,Tetragonal,0
ErSn2,Orthorhombic,0
ErSn3,Cubic,0
ErSn3,Orthorhombic,0
ErTa3,Cubic,0
ErTc2,Hexagonal,0
ErTe,Cubic,0
ErTe,Tetragonal,0
ErTe2,Tetragonal,0
ErTe3,Orthorhombic,0
ErTh,Trigonal,0
ErTl,Cubic,0
ErTl,Tetragonal,0
ErTl3,Cubic,0
ErTm3,Hexagonal,0
ErU,Hexagonal,0
ErZn,Cubic,0
ErZn12,Tetragonal,0
ErZn2,Orthorhombic,0
ErZn3,Orthorhombic,0
ErZn5,Hexagonal,0
ErZr,Hexagonal,0
Eu16Sb11,Orthorhombic,0
Eu2As3,Monoclinic,0
Eu2Cu,Orthorhombic,0
Eu2Ge,Orthorhombic,0
Eu2In,Orthorhombic,0
Eu2Mg,Monoclinic,0
Eu2Mg,Orthorhombic,0
Eu2N,Cubic,0
Eu2N,Tetragonal,0
Eu2Ni17,Hexagonal,0
Eu2O3,Cubic,0
Eu2O3,Monoclinic,0
Eu2O3,Trigonal,0
Eu2S3,Orthorhombic,0
Eu2Sb3,Monoclinic,0
Eu2Sb3,Orthorhombic,0
Eu2Se3,Orthorhombic,0
Eu2Si,Orthorhombic,0
Eu2Sn,Orthorhombic,0
Eu3Ag,Cubic,0
Eu3Ag2,Tetragonal,0
Eu3As4,Monoclinic,0
Eu3As4,Orthorhombic,0
Eu3Au,Orthorhombic,0
Eu3Au2,Trigonal,0
Eu3Bi,Hexagonal,0
Eu3Cr,Cubic,0
Eu3Cr,Hexagonal,0
Eu3Dy,Hexagonal,0
Eu3Er,Hexagonal,0
Eu3Ga2,Monoclinic,0
Eu3Ga5,Orthorhombic,0
Eu3Ga8,Orthorhombic,0
Eu3Ge5,Orthorhombic,0.0049
Eu3H,Hexagonal,0
Eu3Hf,Tetragonal,0
Eu3Ho,Hexagonal,0
Eu3In,Hexagonal,0
Eu3Lu,Hexagonal,0
Eu3Mg,Cubic,0
Eu3Mg,Hexagonal,0
Eu3Mg,Orthorhombic,0
Eu3Mo,Tetragonal,0
Eu3Nb,Hexagonal,0
Eu3Nb,Tetragonal,0
Eu3O4,Orthorhombic,0
Eu3P,Hexagonal,0
Eu3P4,Orthorhombic,0
Eu3Pd,Trigonal,0
Eu3Pd2,Trigonal,0
Eu3Pt2,Trigonal,0
Eu3Re,Cubic,0
Eu3Re,Tetragonal,0
Eu3Rh,Orthorhombic,0
Eu3S,Hexagonal,0
Eu3S4,Cubic,0
Eu3Sb,Hexagonal,0
Eu3Si4,Orthorhombic,0
Eu3Sn,Hexagonal,0
Eu3Sn5,Orthorhombic,0
Eu3Ta,Cubic,0
Eu3Ta,Tetragonal,0
Eu3Tc,Cubic,0
Eu3Tc,Tetragonal,0
Eu3Te,Cubic,0
Eu3Th,Cubic,0
Eu3Th,Tetragonal,0
Eu3Ti,Cubic,0
Eu3Ti,Tetragonal,0
Eu3Tl,Hexagonal,0
Eu3Tm,Hexagonal,0
Eu3U,Cubic,0
Eu3V,Cubic,0
Eu3V,Tetragonal,0
Eu3W,Hexagonal,0
Eu3W,Tetragonal,0
Eu3Y,Hexagonal,0
Eu3Zr,Cubic,0
Eu3Zr,Tetragonal,0
Eu4Al,Cubic,0
Eu4As3,Cubic,0
Eu4Bi3,Cubic,0
Eu4Ir,Tetragonal,0
Eu4Pd,Cubic,0
Eu4Pt,Cubic,0
Eu4Zn51,Trigonal,0
Eu5As3,Hexagonal,0
Eu5As4,Orthorhombic,0
Eu5Bi3,Hexagonal,0
Eu5Ga3,Monoclinic,0
Eu5Ga9,Orthorhombic,0
Eu5Ge3,Tetragonal,0
Eu5Mg,Hexagonal,0
Eu5Mg,Orthorhombic,0
Eu5Pd2,Monoclinic,0
Eu5Pt2,Monoclinic,0
Eu5Pt4,Orthorhombic,0
Eu5Sb3,Hexagonal,0
Eu5Si3,Tetragonal,0
Eu7Au3,Hexagonal,0
Eu8In3,Triclinic,0
EuAg,Orthorhombic,0
EuAg,Triclinic,0.2822
EuAg2,Orthorhombic,0
EuAg3,Hexagonal,0
EuAg3,Tetragonal,0
EuAg5,Hexagonal,0
EuAl,Orthorhombic,0
EuAl2,Cubic,0
EuAl4,Tetragonal,0
EuAs,Hexagonal,0
EuAs3,Monoclinic,0
EuAs3,Triclinic,0
EuAu,Orthorhombic,0
EuAu2,Orthorhombic,0
EuAu3,Cubic,0
EuAu3,Hexagonal,0
EuAu3,Tetragonal,0
EuAu5,Hexagonal,0
EuB12,Cubic,0
EuB6,Cubic,0
EuBe13,Cubic,0
EuBi2,Orthorhombic,0
EuBi2,Tetragonal,0
EuBi3,Cubic,0
EuBr2,Tetragonal,1.10655
EuBr3,Hexagonal,0
EuBr3,Orthorhombic,0
EuC10,Cubic,0.0983
EuC2,Monoclinic,0
EuC2,Tetragonal,0
EuC6,Hexagonal,0
EuCd,Cubic,0
EuCd11,Tetragonal,0
EuCd2,Orthorhombic,0
EuCd3,Cubic,0
EuCl2,Orthorhombic,1.2144
EuCl2,Tetragonal,1.2109
EuCl3,Hexagonal,0
EuCl3,Monoclinic,0.0258
EuCr3,Cubic,0
EuCu,Cubic,0
EuCu,Orthorhombic,0
EuCu2,Orthorhombic,0
EuCu5,Hexagonal,0
EuEr,Hexagonal,0
EuF2,Cubic,0
EuF3,Orthorhombic,0
EuFe2,Hexagonal,0
EuGa,Triclinic,0
EuGa2,Hexagonal,0
EuGa2,Orthorhombic,0
EuGa4,Tetragonal,0
EuGe,Orthorhombic,0
EuGe2,Trigonal,0
EuGe3,Hexagonal,0
EuH2,Hexagonal,0
EuH2,Orthorhombic,0
EuHg,Cubic,0
EuHg2,Hexagonal,0
EuHg3,Hexagonal,0
EuHo3,Tetragonal,0
EuI2,Monoclinic,1.4092
EuI2,Orthorhombic,1.3898
EuIn,Cubic,0
EuIn,Tetragonal,0
EuIn2,Hexagonal,0
EuIn3,Cubic,0
EuIn3,Hexagonal,0
EuIn4,Monoclinic,0
EuIr2,Cubic,0
EuMg,Cubic,0
EuMg,Orthorhombic,0
EuMg149,Hexagonal,0.023
EuMg2,Cubic,0
EuMg2,Hexagonal,0
EuMg3,Cubic,0
EuMg5,Hexagonal,0
EuN,Cubic,0
EuN2,Tetragonal,0
EuNb3,Hexagonal,0
EuNi3,Cubic,0
EuNi5,Hexagonal,0
EuO,Cubic,0
EuO2,Cubic,0
EuO2,Tetragonal,0
EuO3,Hexagonal,0
EuO3,Orthorhombic,0
EuP,Cubic,0
EuP3,Monoclinic,0
EuP7,Monoclinic,0.376
EuPb,Tetragonal,0
EuPb3,Cubic,0
EuPd,Orthorhombic,0
EuPd2,Cubic,0
EuPd2,Tetragonal,0
EuPd3,Cubic,0
EuPt2,Cubic,0
EuRe2,Hexagonal,0
EuRh2,Cubic,0
EuS,Cubic,0
EuS,Tetragonal,0
EuS2,Cubic,0
EuS2,Monoclinic,0
EuS2,Tetragonal,0
EuS3,Tetragonal,0
EuSb2,Monoclinic,0
EuSb2,Orthorhombic,0
EuSe,Cubic,0
EuSe2,Tetragonal,0
EuSi,Orthorhombic,0
EuSi2,Hexagonal,0
EuSi2,Tetragonal,0
EuSi6,Orthorhombic,0
EuSn,Orthorhombic,0
EuSn3,Cubic,0
EuTe,Cubic,0
EuTh3,Cubic,0
EuTh3,Hexagonal,0
EuTl,Cubic,0
EuTl2,Hexagonal,0
EuTl3,Cubic,0
EuTl3,Hexagonal,0
EuU3,Cubic,0
EuY3,Tetragonal,0
EuZn,Cubic,0
EuZn11,Tetragonal,0
EuZn13,Cubic,0
EuZn2,Orthorhombic,0
EuZn5,Hexagonal,0
Fe10O11,Triclinic,0.9888
Fe11Co5,Tetragonal,0
Fe11O12,Triclinic,1.4282
Fe11S12,Monoclinic,0
Fe11Si5,Cubic,0
Fe12As5,Trigonal,0
Fe12N5,Trigonal,0
Fe12O13,Trigonal,0
Fe13Co3,Tetragonal,0
Fe13Ge3,Cubic,0
Fe13Mo9,Monoclinic,0
Fe13O14,Trigonal,0
Fe13O15,Triclinic,0
Fe13O19,Monoclinic,0
Fe14O15,Tetragonal,1.019
Fe15Co,Cubic,0
Fe15O16,Triclinic,1.1889
Fe15O16,Trigonal,1.4826
Fe17O18,Triclinic,1.5383
Fe21O23,Triclinic,1.3538
Fe21O32,Trigonal,0
Fe23B6,Cubic,0
Fe23C6,Cubic,0
Fe23O25,Triclinic,1.2771
Fe23O32,Triclinic,0.67
Fe23O32,Trigonal,0.0096
Fe24N11,Monoclinic,0
Fe25Mo4,Cubic,0
Fe25O32,Orthorhombic,0
Fe2As,Tetragonal,0
Fe2B,Tetragonal,0
Fe2B7,Orthorhombic,0
Fe2C,Hexagonal,0
Fe2C,Orthorhombic,0
Fe2Ge,Hexagonal,0
Fe2Mo,Hexagonal,0
Fe2N,Hexagonal,0
Fe2N,Orthorhombic,0
Fe2N,Trigonal,0
Fe2Ni,Cubic,0
Fe2Ni,Trigonal,0
Fe2O3,Cubic,0.6951
Fe2O3,Monoclinic,1.283733333
Fe2O3,Orthorhombic,1.1009375
Fe2O3,Tetragonal,1.5673
Fe2O3,Triclinic,0.505988889
Fe2O3,Trigonal,0
Fe2O5,Triclinic,0
